title,address,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_square,location,in_centroid
"Để lại hoa hậu Q3, 30m2, mới đẹp, giá chỉ 3ty500",".., Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,2,3,1,3,1,2,1
Nhà đường số 2 cư xá đô thành chính chủ bán,"Đường Cư xá Đô Thành, Phường 4, Quận 3, Tp Hồ Chí Minh",0,2,0,0,0,0,1,,0,1,2,1,0,2,2,1
Bán Nhà Nguyễn Đình Chiểu 50m2 Giá 7 tỷ Quá Rẻ,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",1,2,1,1,0,0,1,Tây Nam,0,2,3,1,0,0,2,1
8tỷ8-HXT 10m-NGUYỄN THIỆN THUẬT-Siêu phẩm MUA ĐỂ Ở,"Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",1,3,2,2,1,1,0,Tây Bắc,0,2,0,0,0,2,2,1
Bán nhà Mặt tiền đường Hoàng Sa F7 Q.3,"Đường Hoàng Sa, Phường 7, Quận 3, Tp Hồ Chí Minh",2,1,0,0,0,2,0,Tây,0,1,3,1,0,1,2,1
"LÊ VĂN SỸ 48m2 giá chỉ 3,6t hẻm 1 xẹt p14 Quận 3","Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",1,1,2,1,0,0,1,,0,2,3,1,0,1,2,1
Bán gấp nhà MT NGUYỄN ĐÌNH CHIỂU P4 shr 6 lầu đẹp,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",2,1,1,2,1,1,1,,0,1,0,2,0,2,2,1
"Bán nhà Lê Văn Sỹ P14 Q3 4.1x15 ,5lầu, giá 11.3Ty","Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",2,3,2,2,1,1,1,,0,2,3,1,4,3,2,1
"Bán nhà mới đẹp nguyên căn hẻm 10m, T/tâm Q.3, HCM","664/128, Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Tp Hồ Chí Minh",0,2,1,1,0,0,1,Nam,0,2,0,1,0,2,2,1
"bán gấp nhà võ văn tần p5q3 30m2 2 tấm 3,4 tỷ tl","Đường Võ Văn Tần, Phường 5, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,2,3,1,3,1,2,1
Nhà HXH 8m Lê văn Sỹ DT (4.5x16.2m) 5 tầng mới đẹp,"Đường Lê Văn Sỹ, Phường 10, Quận 3, Tp Hồ Chí Minh",2,3,2,2,1,1,2,,3,1,3,1,4,3,2,1
"Bán nhà 2MT Hẻm9m Ng Thiện Thuât p1, Q3 4,7x16m 4L","Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, Tp Hồ Chí Minh",2,3,2,1,1,1,2,,0,2,3,1,4,3,2,1
Cần bán nhanh nhà đường Huỳnh Tịnh Của. SHR,"Đường Huỳnh Tịnh Của, Phường 8, Quận 3, Tp Hồ Chí Minh",2,1,0,0,0,2,0,,3,2,3,1,1,3,2,1
"Nhà 3 mặt thoáng HXH đường CMT8, 41m2, 5,4 tỷ","Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,2,1,,0,2,3,1,3,2,2,1
Nhà hẻm 2MT Lê Văn Sỹ chỉ hơn 7 Tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",1,3,2,2,1,0,1,,0,1,3,2,0,2,2,1
"QUẬN 3, LÊ VĂN SỸ 66M2, 4 Tầng, A4 CHỈ 7.250 TỶ TL","Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",2,1,1,2,0,1,1,,3,2,3,1,3,4,2,1
6tỷ5-2MT hem 9m-TRƯƠNG ĐỊNH-mua kd hoặc cho thuê,"Đường Bà Huyện Thanh Quan, Phường 6, Quận 3, Tp Hồ Chí Minh",0,2,1,2,1,2,0,,0,2,1,0,4,2,2,1
"Bán nhà 2MT Nguyễn Đình Chiểu, Q.3, 3.5x11m, 3 Lầu","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",0,0,1,2,0,0,1,,0,1,3,1,4,3,2,1
BÁN GẤP NHÀ 1T1L TRẦN QUANG DIỆU Q3 giá 1 tỷ 720,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",3,2,1,1,0,2,0,,3,2,3,1,1,3,2,1
Nhà cần bán gấp đường Lý Chính Thắng vào ở ngay.SH,"Đường Lý Chính Thắng, Phường 8, Quận 3, Tp Hồ Chí Minh",1,1,0,0,0,2,0,,3,2,3,1,1,3,2,1
Nhà nhỏ Q3 hẻm Trần Quốc Thảo gần chợ N.V.Trỗi,"Đường Trần Quốc Thảo, Phường 7, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,2,2,Nam,0,2,3,1,0,0,2,1
"Kẹt tiền bán gấp nhà ngay T Q Toản Q3, giá 7.5ty","Đường Trần Quốc Toản, Phường 7, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,2,0,,3,2,3,1,4,0,2,1
"Sổ nhà CMT8,Quận 3,bên Hà Đô, 66m2 chỉ nhỉnh 4 tỷ","Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",2,2,0,1,0,2,1,,0,2,1,1,2,1,2,1
TT Quận 3 - 4 Tầng - Giá chào 3.9 tỷ.,"Cống Hộp Rạch Bùng Binh, Phường 9, Quận 3, Tp Hồ Chí Minh",0,1,1,1,1,0,0,,0,2,0,1,0,1,2,1
"HIẾM – SIÊU HIẾM, Q3, Võ Văn Tần, P6, 4 tầng, 7tỷ.","Đường Võ Văn Tần, Phường 6, Quận 3, Tp Hồ Chí Minh",0,2,0,1,1,1,0,,0,2,3,1,4,0,2,1
"Trần Quang Diệu, Q3 (4.2x18m) 5 lầu TM, HĐ 50tr/th","Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",2,1,2,2,0,1,2,,0,2,3,0,4,3,2,1
"NHÀ HẺM MỚI XÂY TRẦN VĂN ĐANG,QUẬN 3,50M2 GIÁ 1T76","Đường Trần Văn Đang, Phường 9, Quận 3, Tp Hồ Chí Minh",1,0,1,1,0,1,0,,0,2,3,1,0,3,2,1
BÁN GẤP NHÀ MẶT TIỀN VÕ THỊ SÁU,"Đường Võ Thị Sáu, Phường 8, Quận 3, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,0,1,3,1,4,1,2,1
bán nhà hxh lê văn sỹ 4 tầng nhà mới,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Tp Hồ Chí Minh",1,2,1,1,0,0,1,,0,2,3,1,4,2,2,1
"Nhà siêu hiếm Hoàng Sa, P7, Q3, 40m2, 2 lầu 4,8 tỷ","Đường Hoàng Sa, Phường 7, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,2,1,,0,2,3,1,0,1,2,1
"VỠ NỢ BÁN NHÀ LÊ VĂN SỸ Q.3 62m2 SHR,GẦN CHỢ","Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,3,2,3,1,1,3,2,1
Bán nhà mặt tiền quận 3,"437, Đường Hoàng Sa, Phường 8, Quận 3, Tp Hồ Chí Minh",0,0,1,0,0,2,0,Bắc,0,1,2,1,0,0,2,1
"Căn CMT8, Q3, 51m2, 4 lầu 8,6 tỷ","Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",1,0,1,2,1,2,1,,0,2,3,1,4,2,2,1
"Hẻm 3m Nguyễn Đình Chiểu, DT: 4mx8m, 1 lầu 3.29 tỷ","222, Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,3,2,3,1,3,4,2,1
Hẻm 3M 4Tầng 41m2 6tỷ5,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",1,0,2,1,0,0,1,Tây,0,2,3,1,4,2,2,1
"NHÀ HẺM 6m, 5,5x18m.TRỆT 3LẦU ,CMT8 , P11, QUẬN 3.","Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",3,3,2,2,1,2,2,Đông Nam,0,2,0,1,3,3,2,1
Thanh lý nhà 1T1L CMT8 Q3 31m2 860tr SHR HXH,"Đường Cách Mạng Tháng Tám, Phường 4, Quận 3, Tp Hồ Chí Minh",0,0,1,0,0,0,0,Đông Nam,0,2,2,0,1,0,2,1
32tỷ-4x25-Mặt tiền Võ Văn tần 2 chiều-(VIP) để Ở,"Đường Võ Văn Tần, Phường 5, Quận 3, Tp Hồ Chí Minh",3,3,2,2,1,0,2,,0,1,0,2,0,1,2,1
"Bán nhà sát MT đường CMT8 Quận 3, TP. HCM","Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",3,2,1,1,0,2,1,,3,1,3,1,4,1,2,1
Bán nhà cực đẹp Lê Văn Sỹ P14 Q.3 40m2 giá 5.3 tỷ.,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,3,2,3,1,1,2,2,1
"Nhà 1 lầu đường NKKN , 60m.","Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Tp Hồ Chí Minh",2,2,0,0,0,2,1,,0,2,3,0,3,2,2,1
"Bán nhà Vườn Chuối q3 hẻm 4,5m thông ra các đường","Đường Vườn Chuối, Phường 4, Quận 3, Tp Hồ Chí Minh",2,0,0,1,0,0,0,,0,2,2,2,2,2,2,1
Nhà Trệt 2 Lầu 36m2 P1 Q3,"113, Đường Lý Thái Tổ, Phường 1, Quận 3, Tp Hồ Chí Minh",0,2,2,1,0,0,1,,0,2,3,1,0,1,2,1
68M2 -2LẦU NHÀ ĐẸP CMT8 Q3- Q10 GẤP BÁN GIÁ 8.2TỶ,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",2,2,1,1,0,0,2,,0,2,3,0,3,2,2,1
Nhà Trệt 4 Lầu 96m2 Nguyễn Đình Chiểu P4 Q3,"176, Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",0,2,1,1,1,0,0,,0,2,0,1,0,2,2,1
Mặt tiền 21.5 tỷ Quận 3 Lê Văn Sỹ Hầm 6 lầu đẹp,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",2,3,2,2,1,1,1,,0,1,1,2,4,4,2,1
Nhà nguyễn đình chiểu Q3 HXH chính chủ,"575/88, Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Tp Hồ Chí Minh",0,0,1,1,0,0,1,Đông Bắc,0,2,1,0,4,2,2,1
"NHÀ ĐẸP CẦN BÁN LÝ THÁI TỔ,Q3, 42m2, GIÁ TỐT 988tr","Đường Lý Thái Tổ, Phường 1, Quận 3, Tp Hồ Chí Minh",1,0,0,1,0,0,0,,0,2,3,1,1,0,2,1
"Nhà 3 lầu BTCT,Trường Sa F14,Q3,cách Mt 50m","Đường Trường Sa, Phường 14, Quận 3, Tp Hồ Chí Minh",0,1,2,1,0,0,0,,0,2,3,1,3,1,2,1
"Cần bán gấp nhà Nguyễn Phúc Nguyên 2,8tỷ Quận3","Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Tp Hồ Chí Minh",0,2,1,1,0,0,0,Đông,0,1,1,1,3,1,2,1
"NHÀ ĐẸP 1 LỬNG 40m2 HẺM ÔTÔ LÝ CHÍNH THẮNG,Q3.","Đường Lý Chính Thắng, Phường 7, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,2,3,1,0,3,2,1
"NHÀ ĐẸP HẺM XE HƠI LÊ VĂN SỸ QUẬN3,48M2,1T1L SHR","Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",1,0,1,0,0,0,1,,0,2,2,0,1,0,2,1
Bán nhà ngay chợ Vườn Chuối 1 đời chủ. SHR,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,2,0,,3,2,3,1,1,3,2,1
"Bán Nhà trung Tâm Quận 3 Hẻm 6m,Nhà Đẹp Ở Ngay","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",0,2,1,1,1,0,0,Nam,0,2,3,1,0,2,2,1
100 tr/m2 VIP QUAN 3 LE VAN SY~ HH 1% MG,"284, Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,0,2,3,1,0,2,2,1
Bán nhà đẹp đường Nguyễn đình Chiểu Q3,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,0,2,3,1,0,2,2,1
"Hiện cần bán gấp lại nhà VườnChuối,Q3,DT 52m2, SHR","Đường Vườn Chuối, Phường 4, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,2,0,,0,2,3,0,1,4,2,1
Bán nhà 1/ Bàn Cờ Phường 3 Quận 3 70m2 giá 3.7tỷ.,"Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,3,2,3,1,0,1,2,1
"Nhà HXH Lý Chính Thắng Q3 56m2, 1,55 tỷ sổ riêng","Đường Lý Chính Thắng, Phường 14, Quận 3, Tp Hồ Chí Minh",1,1,0,0,0,0,1,,0,1,3,1,1,3,2,1
Bán Nhà Đường Trần Quốc Thảo Phường 7 Quận 3,"Đường Trần Quốc Thảo, Phường 7, Quận 3, Tp Hồ Chí Minh",2,1,2,2,1,2,1,Đông Nam,0,1,0,2,4,3,2,1
"Bán nhà 1t1l Hoàng Sa Q3,50m2/1ty350,SHR,gần ĐH","Đường Hoàng Sa, Phường 8, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,0,2,0,1,0,3,2,1
"Bán nhà cứng đẹp, giá ưu đãi vip covid","Đường Điện Biên Phủ, Phường 1, Quận 3, Tp Hồ Chí Minh",1,2,1,1,1,0,1,Đông Bắc,0,2,1,2,3,0,2,1
Bán Nhà 64m2/960tr Bàn Cờ Q3 SHR Gần chợ,"Đường Bàn Cờ, Phường 5, Quận 3, Tp Hồ Chí Minh",2,1,0,0,0,1,1,,0,2,0,0,0,0,2,1
BÁN NHÀ ĐƯỜNG ĐIỆN BIÊN PHỦ PHƯỜNG 1 QUẬN 3 DT 62,"Đường Điện Biên Phủ, Phường 1, Quận 3, Tp Hồ Chí Minh",2,3,1,1,0,0,2,,0,2,3,0,4,3,2,1
"BÁN NHÀ 1T1L 65M2/ 1TỶ650 NGUYỄN ĐÌNH CHIỂU Q3,","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",2,1,0,0,0,1,1,,0,1,3,1,1,3,2,1
"Vỡ nợ bán gấp nhà 1T1L Nguyễn Thiện Thuật,Q.3,24m2","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,1,1,2,3,2,1
Nhà dt (6.1x18m) hẻm xe hơi Q.3 Giá 14.5 tỷ TL,"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Tp Hồ Chí Minh",3,2,0,1,0,2,2,,0,2,3,1,1,3,2,1
"Góc 2 MT Nguyễn Thiện Thuật, Q3 (4.5x16m) HĐ 50tr","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",2,1,2,2,0,1,2,,0,1,3,1,4,0,2,1
"Nhà hẻm 6m Lê Văn Sỹ,P.13,Q.3.DT 4,5x15m,4 Lầu mới","lê văn sỹ, Phường 13, Quận 3, Tp Hồ Chí Minh",2,1,2,2,1,1,1,,0,2,3,0,4,3,2,1
"Nhà hẻm 8m Nguyễn Thiện Thuật,Q.3.DT 3,5x9m, 2 Lầu","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Tp Hồ Chí Minh",0,2,0,0,0,0,0,,0,2,3,0,0,2,2,1
BÁN NHÀ LÍ CHÍNH THẮNG 2 MT 47M2 6.6 TỶ,"Lí Chính Thắng ,Q3, Phường 7, Quận 3, Tp Hồ Chí Minh",1,0,1,1,1,0,1,,0,2,1,1,0,2,2,1
"BÁN NHÀ HẦM 7 LẦU MT VÕ VĂN TẦN,F6,Q3 =4X23M=35 TỶ","Đường Võ Văn Tần, Phường 6, Quận 3, Tp Hồ Chí Minh",3,3,1,2,1,0,2,,3,1,3,1,4,1,2,1
Góc 2 MT Lê Văn Sỹ. DT 4.5x15m. 3 tầng. Giá 13 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,2,3,1,4,0,2,1
Nhà 1 trệt 3 lầu,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",3,3,2,1,0,2,2,Tây Nam,1,2,1,1,1,2,2,1
6m x 8m Võ Văn Tầng p5 Quận 3,"Võ Văn Tầng, Phường 5, Quận 3, Tp Hồ Chí Minh",0,2,1,0,0,2,0,,3,2,3,1,3,2,2,1
"Bán Nhà Mặt Tiền Quốc Toản Quận 3, Giá 4,2 tỷ","90 I, Đường Trần Quốc Toản, Phường 8, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,1,3,1,4,1,2,1
Nhà Phố Nguyễn Đình Chiểu Q3 29m2 Giá Chỉ 3.79 tỷ,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,1,0,,0,2,3,2,4,4,2,1
bán nhà sát MT Lý Chính Thắng f8 q3,"Đường Lý Chính Thắng, Phường 8, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,0,2,3,1,4,2,2,1
"Nhà mặt tiền, Phường 5, Quận 3","418, Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp Hồ Chí Minh",3,2,2,2,0,2,2,Đông Nam,0,1,2,2,4,3,2,1
"Bán nhà giá siêu rẻ, CMT8- quận 3 giá chỉ 1.3 tỷ","Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,3,2,3,1,3,0,2,1
"Bán nhà khu Bàn Cờ, Quận 3","212/47/24, Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, Tp Hồ Chí Minh",0,2,1,1,1,0,0,Tây Nam,0,2,3,2,4,2,2,1
"Nhà 3 lầu Q3, Trần Quang diệu f14, hẻm 3m","Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",0,1,1,1,0,2,0,,0,2,3,2,0,1,2,1
"Bán nhà Lý Thái Tổ Quận 3, hẻm 3.5m 62m2, 4.2 tỷ.","Đường Lý Thái Tổ, Phường 1, Quận 3, Tp Hồ Chí Minh",0,1,0,1,0,2,0,,0,2,3,2,3,1,2,1
"Nhà Cách Mạng Tháng Tám quận 3, sổ hồng riêng 50m2","Đường Cách Mạng Tháng Tám, Phường 4, Quận 3, Tp Hồ Chí Minh",1,2,0,0,0,1,0,,0,2,3,1,1,0,2,1
"Nhà bán HXH Hai Bà Trưng, 2 lầu. Dt : 5 x 9m","Đường Hai Bà Trưng, Phường 8, Quận 3, Tp Hồ Chí Minh",0,1,1,0,0,1,0,,0,2,3,1,4,2,2,1
Cần bán gấp căn nhà 3 lầu đường Nguyễn Phúc Nguyên,"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Tp Hồ Chí Minh",0,0,1,1,0,2,0,,0,2,1,1,0,0,2,1
KẸT VỐN BÁN NHANH NHÀ BÀN CỜ Q3 1 TỶ 250TR 2 LẦU,"Đường Bàn Cờ, Phường 3, Quận 3, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,3,2,3,1,1,3,2,1
Cần bán nhà đang kinh doanh CHDV gần 50tr/tháng.,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",0,0,2,1,0,2,0,,3,2,3,1,4,3,2,1
"MT Rạch Bùng Binh, Q3 4.5x12.5m, 4 tầng, 19.5 tỷ","Đường Rạch Bùng Binh, Phường 10, Quận 3, Tp Hồ Chí Minh",1,0,2,1,1,1,1,,0,1,3,1,0,4,2,1
"Nhà MT Đường Số 4, CX Đô Thành, Q.3, 3 lầu,Khu VIP","Đường Số 4, Phường 4, Quận 3, Tp Hồ Chí Minh",1,0,1,1,1,0,1,,0,1,3,1,4,2,2,1
DỊCH KẸT TIỀN BÁN NHÀ TÚ XƯƠNG Q3 998TR 50M2 1T1L,"Đường Tú Xương, Phường 7, Quận 3, Tp Hồ Chí Minh",1,0,0,0,0,1,0,,0,2,2,1,1,0,2,1
BÁN GẤP NHÀ ĐƯỜNG TRẦN QUANG DIỆU P.14 Q.3 DT:48M2,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",1,2,1,1,0,1,0,,0,2,3,0,1,3,2,1
LY HÔN CHIA TÀI SẢN BÁN NHÀ NGUYỄN ĐÌNH CHIỂU Q3,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",1,2,0,1,0,1,1,,0,2,3,0,1,3,2,1
"NHÀ GIÁ TỐT CỰC KỲ, 998tr NGAY CƯ XÁ ĐÔ THÀNH, Q3","Đường Cư xá Đô Thành, Phường 4, Quận 3, Tp Hồ Chí Minh",1,0,0,1,0,0,0,,0,2,3,1,1,0,2,1
"NHÀ HXH SIÊU TO ĐIỆN BIÊN PHỦ Q3 CHỈ 1,167 TỶ SHCC","Đường Điện Biên Phủ, Phường 3, Quận 3, Tp Hồ Chí Minh",1,1,1,1,0,2,0,,0,2,3,1,1,4,2,1
"NHÀ THIẾT KẾ HIỆN ĐẠI, NGUYỄN PHÚC NGUYÊN,Q3, SHR","Đường Nguyễn Phúc Nguyên, Phường 9, Quận 3, Tp Hồ Chí Minh",1,1,0,1,0,1,1,,0,2,2,0,1,4,2,1
"Nhà mới sát mặt tiền Lý Thái Tổ Quận 3 36m2,4 tỷ 1","Đường Lý Thái Tổ, Phường 1, Quận 3, Tp Hồ Chí Minh",0,0,1,1,0,2,0,,3,2,3,1,3,1,2,1
"Bán nhà HXH 8m Nguyễn Thiện Thuật, Phường 1, Q3","Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, Tp Hồ Chí Minh",1,0,0,1,0,0,1,,3,2,3,1,0,3,2,1
Bán nhà hẻm hoa hậu q3 50m 5tỷ TL,"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",1,2,1,1,0,0,1,,0,2,0,2,0,0,2,1
NHÀ BÁN HẺM 3M DT 3.80 x 10 Nguyễn Đình Chiểu Q3,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",0,0,1,1,0,2,0,Đông Bắc,0,2,0,2,4,2,2,1
"Bán nhà Lê Văn Sỹ HXH, Quận 3, giá 9.5 tỷ.","Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",1,3,2,1,1,0,1,,0,2,0,1,0,2,2,1
"Nhà Lê Văn Sỹ 4×20 phường 14, quận 3","Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",2,3,1,1,0,0,2,Nam,0,2,1,1,4,3,2,1
""" QUẬN 3 BIỆT THỰ PHÁP 570m2 24 x 24 139 tỷ","Đường Pasteur, Phường 6, Quận 3, Tp Hồ Chí Minh",3,3,2,2,0,2,2,,0,3,3,1,4,3,2,1
"HXH Nguyễn thiện thuật,q3(3,6x8,5)trệt,1l","Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, Tp Hồ Chí Minh",0,0,1,0,0,2,0,,3,2,3,1,4,2,2,1
Nhà Hẻm Lớn Trung Tâm Quận 3,"237/71, Đường Trần Văn Đang, Phường 11, Quận 3, Tp Hồ Chí Minh",0,0,1,1,1,1,0,Đông Nam,0,2,0,1,4,0,2,1
Nhà 2 lầu mới xây ở Trần Văn Đang quận 3,"159/1, Đường Trần Văn Đang, Phường 11, Quận 3, Tp Hồ Chí Minh",0,0,0,1,0,0,0,,0,2,1,1,0,1,2,1
Góc 2 mặt tiền hxh 6m Lê Văn Sỹ. 6x12 hẻm hông 5m,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",2,2,1,0,0,2,1,Tây Nam,3,2,3,1,4,0,2,1
"Cần bán toà nhà 2 lầu CHDV Cao Thắng, 37m2, 6.4 TỶ","Đường Cao Thắng, Phường 3, Quận 3, Tp Hồ Chí Minh",0,2,2,2,1,0,0,Tây Bắc,0,2,2,1,4,2,2,1
"Nhà mới đẹp HXH Nguyễn Thiện Thuật Q3, 37m2 6.4 tỷ","Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, Tp Hồ Chí Minh",0,1,1,1,0,0,1,Tây Bắc,0,2,0,1,4,2,2,1
"Bán Gấp nhà Lê Văn Sỹ,P.12,Q3 72m2","Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",2,1,1,2,0,0,2,,0,1,0,2,2,4,2,1
Hẻm 491 Nguyễn Đình Chiểu. DT 6 x 18. kết cấu 4L,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",3,2,1,1,1,2,2,,0,2,1,0,0,0,2,1
Bán nhà MT Lý Chính Thắng.Q.3. 6.2x22.6m.Gía 55 tỷ,"Đường Lý Chính Thắng, Phường 7, Quận 3, Tp Hồ Chí Minh",3,2,2,1,0,2,1,,3,1,3,1,4,2,2,1
Bán nhà gần MT nguyễn đình chiểu Q3,"390/51, Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",0,0,1,1,1,0,0,Đông,0,2,1,1,4,1,2,1
"Bán nhà Số 3 Cư Xá Đô Thành, Phường 4,Q3 36M2","3 Đô Thành Q3, Đường Số 8 Cư Xá Đô Thành, Phường 4, Quận 3, Tp Hồ Chí Minh",0,2,2,2,0,0,1,,3,1,3,1,4,2,2,1
Bán nhà Hẻm Xe Hơi Lý Thuyết 150 triệu/m2 Quận 3,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Tp Hồ Chí Minh",1,2,1,1,0,0,1,Nam,0,2,3,1,0,2,2,1
Bán nhà ngang 7m-4 Lầu hẻm xe hơi CMT8 P.11 Quận 3,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",2,3,2,2,1,2,0,,0,2,3,1,4,0,2,1
"Nhà HXH Hai Bà Trưng, P8, Q3, 4,1m x 19 Nhà 6 Tầng","Đường Hai Bà Trưng, Phường 8, Quận 3, Tp Hồ Chí Minh",2,1,2,1,1,2,0,,0,2,3,1,4,0,2,1
"Nhà đường Trần Quang Diệu, 4,5x16,5m, giá 12,5 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",2,1,2,2,0,2,0,,3,2,3,1,4,3,2,1
"Nhà mới đón xuân về,TRUNG TÂM QUẬN 3,55m2 chỉ 6 tỷ","Đường Vườn Chuối, Phường 3, Quận 3, Tp Hồ Chí Minh",1,2,1,1,0,2,0,,0,2,3,1,3,0,2,1
"Bán nhà hẻm Võ Thị Sáu,p8,q3. Giá 2ty3 DTSD 73 m2","Đường Võ Thị Sáu, Phường 8, Quận 3, Tp Hồ Chí Minh",0,1,0,0,0,2,0,,0,2,3,1,2,1,2,1
