,title,address,project_name,apartment_code,block_name,block_code,square,square_area,square_in_use,bedroom,wc,num_floor,floor,width,height,door,balcony,certificates,house_type,estate_type,office_type,apartment_type,status,furniture_status,estate_status,apartment_specific,house_specific,_type,price_m2,price_square
0,"CHÍNH CHỦ BÁN GẤP NHÀ NG. KHOÁI,Q4 1,2 TỶ,62m2 SHR","Đường Nguyễn Khoái, Phường 2, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],62 m²,114 m²,3 phòng,3 phòng,[],[],5 m,12.4 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],['Hẻm xe hơi'],[],"19,68 triệu/m²","1,22 tỷ- 62 m2đ"
1,"Nhà Lửng, 2L, ST, hẻm rộng 6m, Nguyễn Tất Thành Q4","Đường Nguyễn Tất Thành, Phường 13, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],26.2 m²,84 m²,2 phòng,3 phòng,3,[],3.2 m,8.2 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"184,62 triệu/m²","4,8 tỷ- 26.2 m2đ"
2,"Thanh lý nhà Hẻm 266 Tôn Đản,F4 Quận 4 (4x12m2)","Đường Tôn Đản, Phường 4, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],48 m²,[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],[],"31,25 triệu/m²","1,5 tỷ- 48 m2đ"
3,"Đẹp, rẻ, ko quy hoạch,Tây Tứ Trạch Q4 41m2 4.28 tỷ","Đường Vĩnh Hội, Phường 3, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],41 m²,41 m²,2 phòng,2 phòng,2,[],3 m,13.5 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],['Nội thất cao cấp'],[],[],[],[],"104,39 triệu/m²","4,28 tỷ- 41 m2đ"
4,Nhà 54m2 Hẻm 3M P10 Q4 Cách Cầu Calmette 5p,"Đường Đoàn Văn Bơ, Phường 10, Quận 4, Tp Hồ Chí Minh",[],9,9,[],[],27 m²,54 m²,2 phòng,2 phòng,2,[],3.5 m,8 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"118,52 triệu/m²","3,2 tỷ- 27 m2đ"
5,"Bán Căn hộ MT 13 Nguyễn Khoái, P1,Q4, 72m2,3PN","Đường Nguyễn Khoái, Phường 1, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],48 m²,72 m²,3 phòng,1 phòng,[],[],3 m,16 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"79,17 triệu/m²","3,8 tỷ- 48 m2đ"
6,Bán nhà đẹp Mặt Tiền Tôn Đản Quận 4,"Đường Tôn Đản, Phường 8, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],193 m²,193 m²,4 phòng,6 phòng,3,[],6 m,30 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"204,66 triệu/m²","39,5 tỷ- 193 m2đ"
7,HÓT HƠN COVID-19 BÁN NHÀ ĐOÀN NHƯ HÀI Q4 48m2 Q4,"Đường Đoàn Nhữ Hài, Phường 12, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],48 m²,96 m²,2 phòng,3 phòng,[],[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"22,42 triệu/m²","1,076 tỷ- 48 m2đ"
8,Bán nhà hẻm 78 khánh hội thuộc khu dân cư vĩnh hội,"Hẻm 78 Đường Khánh Hội, P4, Q4, Đường Dương Khánh Hội, Phường 4, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],45 m²,160 m²,6 phòng,6 phòng,3,[],4 m,11 m,['Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],['Nở hậu'],[],"139,56 triệu/m²","6,28 tỷ- 45 m2đ"
9,"NHÀ VĨNH HỘI Q4,HẺM XE HƠI, 44M2, 1T1L, 845TR SHR","Đường Vĩnh Hội, Phường 4, Quận 4, Tp Hồ Chí Minh",[],[],[],[],[],44 m²,[],2 phòng,2 phòng,1,[],3.8 m,11.5 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"19,2 triệu/m²",845 triệu- 44 m2đ
