,title,address,project_name,apartment_code,block_name,block_code,square,square_area,square_in_use,bedroom,wc,num_floor,floor,width,height,door,balcony,certificates,house_type,estate_type,office_type,apartment_type,status,furniture_status,estate_status,apartment_specific,house_specific,_type,price_m2,price_square
0,CẦN BÁN GẤP BIỆT THỰ THẢO ĐIỀN Q2 250m2 SHR,"Đường Thảo Điền, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],250 m²,250 m²,5 phòng,6 phòng,3,[],10 m,25 m,[],[],['Đã có sổ'],['Nhà biệt thự'],[],[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"15,8 triệu/m²","3,95 tỷ- 250 m2đ"
1,CHÍNH CHỦ BÁN GẤP NHÀ CẤP 4 MT ĐƯỜNG 37Q2 SHR,"Đường 37||2955, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],55 m²,55 m²,2 phòng,2 phòng,[],[],5 m,11 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"37,27 triệu/m²","2,05 tỷ- 55 m2đ"
2,bán nhà 1tr 2L mặt tiền đường 14 bình trưng tây Q2,"14 bình trưng tây Q2, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],90 m²,210 m²,4 phòng,4 phòng,[],[],5 m,18 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],[],"85,56 triệu/m²","7,7 tỷ- 90 m2đ"
3,"BÁN GẤP BIỆT THỰ TRẦN NÃO Q.2 180M2, 3TỶ150","Đường Trần Não, Phường Bình An, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],160 m²,320 m²,4 phòng,4 phòng,[],[],8 m,20 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],['Hẻm xe hơi'],[],"19,69 triệu/m²","3,15 tỷ- 160 m2đ"
4,🚨 CHÍNH CHỦ BÁN GẤP NHÀ PHỐ AN PHÚ - QUẬN 2 ✅✅✅,"Đường 07, Phường An Phú, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],100 m²,100 m²,5 phòng,4 phòng,4,[],5 m,20 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],160 triệu/m²,16 tỷ- 100 m2đ
5,"Bán nhà đẹp 1 trệt 1 lầu ,P. Cát Lái, quận 2",Đường Số 11,[],[],[],[],[],50 m²,99.2 m²,2 phòng,2 phòng,[],[],4.53 m,12.39 m,['Tây Bắc'],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],[],70 triệu/m²,"3,5 tỷ- 50 m2đ"
6,Nhà nát đường trần não quận 2.Gần chợ. 770tr/60m2.,"Đường Trần Não, Phường An Phú, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],60 m²,60 m²,2 phòng,2 phòng,1,[],5 m,12 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],[],"12,83 triệu/m²",770 triệu- 60 m2đ
7,"Nhà 1 trệt,1 lầu - Bình Trưng Tây - Quận 2","Đường Số 3, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],42.34 m²,100 m²,3 phòng,2 phòng,1,[],5.8 m,7.3 m,['Đông Nam'],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],['Bàn giao thô'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"45,24 triệu/m²","1,9 tỷ- 42.34 m2đ"
8,"ĐỊNH CƯ, BÁN NHÀ MAI CHÍ THỌ,Q2,DT ĐẸP 60m2/1tỷ177","Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],60 m²,[],2 phòng,3 phòng,[],[],5 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],['Hẻm xe hơi'],[],"19,62 triệu/m²","1,177 tỷ- 60 m2đ"
9,Bán nhà phố mặt tiền đường 35CL mặt tiền 40m,"Đường 35, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],845 m²,1854 m²,3 phòng,4 phòng,[],[],5 m,17 m,['Tây Bắc'],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],[],"14,2 triệu/m²",12 tỷ- 845 m2đ
10,Nhà phố mặt tiền đường 32 Phường Thạnh Mỹ Lợi,"Đường Nguyễn Thị Định||3178, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",[],[],[],[],[],58 m²,[],3 phòng,4 phòng,[],[],[],[],['Tây Bắc'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],['Hoàn thiện cơ bản'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"122,41 triệu/m²","7,1 tỷ- 58 m2đ"
