,project_name,apartment_code,block_name,block_code,square,square_area,square_in_use,bedroom,wc,num_floor,floor,width,height,door,balcony,certificates,house_type,estate_type,office_type,apartment_type,furniture_status,estate_status,apartment_specific,house_specific,_type,price_m2
0,[],[],[],[],[],53 m²,200 m²,4 phòng,5 phòng,[],[],4.75 m,11 m,['Đông Bắc'],[],['Đã có sổ'],['Nhà phố liền kề'],[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"112,26 triệu/m²"
1,[],[],[],[],[],45 m²,60 m²,2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"108,89 triệu/m²"
2,[],[],[],[],[],50 m²,178 m²,5 phòng,5 phòng,5,[],4 m,13 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],200 triệu/m²
3,[],[],[],[],[],70 m²,[],3 phòng,[],[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"71,43 triệu/m²"
4,[],[],[],[],100 m²,[],[],[],[],[],[],[],[],[],[],['Đã có sổ'],[],[],['Mặt bằng kinh doanh'],[],[],[],[],[],[],"35,6 triệu/m²"
5,[],[],[],[],[],80 m2,[],[],[],[],[],5.5 m,14.6 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"20,63 triệu/m2"
6,[],[],[],[],[],50.4 m²,[],1 phòng,2 phòng,2,[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],96 triệu/m²
7,[],[],[],[],[],64 m²,64 m²,2 phòng,2 phòng,[],[],4 m,16 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],50 triệu/m²
8,[],[],[],[],[],70 m2,[],[],[],[],[],41 m,17 m,['Đông Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"65,71 triệu/m2"
9,[],[],[],[],[],40 m²,[],3 phòng,3 phòng,[],[],4 m,10 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"88,75 triệu/m²"
10,[],[],[],[],[],75.3 m²,208.4 m²,5 phòng,4 phòng,3,[],4 m,18 m,['Đông Bắc'],[],['Đã có sổ'],['Nhà phố liền kề'],[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"113,33 triệu/m²"
11,Khu dân cư Cityland Park Hills,[],[],[],[],75 m²,300 m²,4 phòng,5 phòng,[],[],5 m,15 m,['Nam'],[],['Đã có sổ'],['Nhà phố liền kề'],[],[],[],[],[],[],['Hẻm xe hơi'],[],116 triệu/m²
12,[],[],[],[],[],68 m²,225 m²,6 phòng,6 phòng,3,[],8.9 m,9.6 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"95,59 triệu/m²"
13,[],[],[],[],[],120.5 m2,[],[],[],[],[],5.22 m,23 m,['Đông Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"12,5 triệu/m2"
14,[],[],[],[],73 m²,[],[],[],[],[],[],[],[],[],[],['Đã có sổ'],[],[],['Mặt bằng kinh doanh'],[],[],[],[],[],[],"150,68 triệu/m²"
15,[],[],[],[],[],40 m²,40 m²,2 phòng,1 phòng,[],[],4 m,10 m,['Tây'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],75 triệu/m²
16,[],[],[],[],[],40 m²,75.6 m²,2 phòng,2 phòng,[],[],4 m,10 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"77,5 triệu/m²"
17,[],[],[],[],[],90 m²,90 m²,4 phòng,3 phòng,[],[],5 m,18 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],"9,44 triệu/m²"
18,[],[],[],[],[],64 m²,64 m²,2 phòng,1 phòng,[],[],4 m,16 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"36,72 triệu/m²"
19,[],[],[],[],61 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"31,15 triệu/m²"
20,[],[],[],[],[],79 m²,222 m²,7 phòng,3 phòng,[],[],5 m,17 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],[],[],"278,48 triệu/m²"
21,LuxGarden,[],[],[],61 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Đã bàn giao'],[],[],[],"32,79 triệu/m²"
22,[],[],[],[],[],58 m²,120 m²,3 phòng,3 phòng,[],[],5 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"91,38 triệu/m²"
23,[],[],[],[],[],20 m²,60 m²,2 phòng,3 phòng,3,[],4 m,5 m,['Đông'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],185 triệu/m²
24,[],[],[],[],[],58.4 m²,[],4 phòng,4 phòng,[],[],4 m,14.6 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"82,76 triệu/m²"
25,[],[],KDC Vĩnh Lộc 3,D3,[],48 m2,[],[],[],[],[],4 m,12 m,[],[],['Đã có sổ'],[],['Đất nền dự án'],[],[],[],[],[],['Mặt tiền'],[],"5,5 triệu/m2"
26,[],[],[],[],[],82 m2,[],[],[],[],[],5 m,17 m,['Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"31,71 triệu/m2"
27,[],20/1,[],[],60 m²,[],[],3 phòng,1 phòng,[],1,[],[],['Nam'],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Chưa bàn giao'],[],[],[],"58,33 triệu/m²"
28,[],[],[],[],[],115 m2,[],[],[],[],[],6 m,19 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"17,39 triệu/m2"
29,[],[],"A,B",[],60 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],25 triệu/m²
30,[],[],[],[],[],83 m²,[],4 phòng,5 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"90,24 triệu/m²"
31,[],[],[],[],[],44 m²,137 m²,6 phòng,4 phòng,5,[],3.1 m,14.4 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"180,68 triệu/m²"
32,[],[],[],[],[],175 m²,[],4 phòng,5 phòng,[],[],7 m,25 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"42,86 triệu/m²"
33,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"33,13 triệu/m2"
34,[],[],[],[],[],83 m²,[],4 phòng,[],[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"78,31 triệu/m²"
35,[],[],[],[],[],72 m²,134 m²,3 phòng,2 phòng,[],[],4.5 m,18 m,['Đông'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],50 triệu/m²
36,Vinhomes Grand Park (Vincity Quận 9),[],[],[],34 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Đã bàn giao'],[],[],[],"45,59 triệu/m²"
37,[],[],[],[],[],50 m²,50 m²,4 phòng,[],4,[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],"3,24 triệu/m²"
38,[],[],[],[],[],56.1 m²,150 m²,3 phòng,3 phòng,2,[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"15,71 triệu/m²"
39,[],[],[],[],[],1 m²,5 m²,2 phòng,1 phòng,[],[],7 m,6 m,['Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],570 triệu/m²
40,Celadon City,[],[],[],71 m²,[],[],2 phòng,2 phòng,[],[],[],[],['Tây'],['Đông'],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất cao cấp'],['Đã bàn giao'],['Căn góc'],[],[],"44,37 triệu/m²"
41,[],[],[],[],[],26 m²,39 m²,2 phòng,2 phòng,[],[],32 m,8 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"91,54 triệu/m²"
42,[],[],[],[],[],20 m²,36.62 m²,2 phòng,2 phòng,3,[],2.87 m,5.62 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"137,5 triệu/m²"
43,[],[],[],[],[],27 m²,54 m²,2 phòng,2 phòng,1,[],3 m,9 m,[],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"25,19 triệu/m²"
44,Mizuki Park,[],[],[],72 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],['Đông'],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"34,72 triệu/m²"
45,[],[],[],[],[],44 m²,[],2 phòng,2 phòng,[],[],[],[],[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"51,14 triệu/m²"
46,[],[],[],[],[],85 m²,300 m²,4 phòng,5 phòng,5,[],4.2 m,21 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],"198,82 triệu/m²"
47,[],[],[],[],65 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Đã bàn giao'],[],[],[],"27,69 triệu/m²"
48,[],[],[],[],[],120 m2,[],[],[],[],[],6 m,20 m,[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],42 triệu/m2
49,[],[],[],[],[],115 m²,230 m²,6 phòng,6 phòng,[],[],6 m,20 m,['Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],27.826 đ/m²
50,[],[],[],[],[],56 m²,96 m²,3 phòng,2 phòng,[],[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"8,93 triệu/m²"
51,[],[],[],[],[],80 m2,[],[],[],[],[],4 m,15 m,[],[],['Đã có sổ'],[],['Đất nền dự án'],[],[],[],[],[],['Mặt tiền'],[],"11,25 triệu/m2"
52,[],[],[],B7-6;7;8,[],90 m2,[],[],[],[],[],5 m,18 m,['Đông Nam'],[],['Đã có sổ'],[],['Đất nền dự án'],[],[],[],[],[],['Mặt tiền'],[],"16,67 triệu/m2"
53,[],[],[],[],[],94 m²,188 m²,4 phòng,4 phòng,3,[],8 m,12 m,['Tây'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],"44,47 triệu/m²"
54,[],[],[],[],[],65 m2,[],[],[],[],[],5 m,13 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Nở hậu']",[],"35,38 triệu/m2"
55,[],[],[],[],[],52 m²,[],5 phòng,5 phòng,[],[],[],[],[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"298,08 triệu/m²"
56,[],[],[],[],[],102 m²,[],3 phòng,3 phòng,2,[],6 m,17 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"34,8 triệu/m²"
57,[],[],[],[],[],66 m²,110 m²,2 phòng,3 phòng,[],[],5 m,13 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"16,67 triệu/m²"
58,[],[],[],[],[],80 m²,80 m²,5 phòng,6 phòng,4,[],5 m,16 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"53,75 triệu/m²"
59,[],[],[],[],[],45 m²,[],2 phòng,2 phòng,[],[],45 m,10 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Hoàn thiện cơ bản'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"222,22 triệu/m²"
60,[],[],[],[],[],36 m²,72 m²,2 phòng,2 phòng,1,[],6 m,6 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"94,44 triệu/m²"
61,[],[],[],[],[],93 m²,[],3 phòng,[],[],[],[],[],[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"80,65 triệu/m²"
62,[],[],[],[],[],48 m²,150 m²,4 phòng,4 phòng,[],[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"77,08 triệu/m²"
63,[],[],[],[],[],40 m²,120 m²,4 phòng,3 phòng,2,[],4 m,10 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"97,5 triệu/m²"
64,[],[],[],[],[],65 m²,65 m²,2 phòng,1 phòng,[],[],4.8 m,13 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"38,31 triệu/m²"
65,[],[],[],[],[],58 m²,58 m²,5 phòng,4 phòng,[],[],5.3 m,11 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"372,41 triệu/m²"
66,[],[],[],[],[],48 m²,[],3 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"28,54 triệu/m²"
67,[],[],[],[],40 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"25,5 triệu/m²"
68,Safira Khang Điền (Sapphire Khang Điền),[],[],[],67 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"35,07 triệu/m²"
69,The Star Village,[],D1,[],[],125 m2,[],[],[],[],[],5 m,25 m,[],[],['Đang chờ sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],26 triệu/m2
70,[],[],[],[],[],52 m²,186 m²,4 phòng,4 phòng,[],[],4 m,13 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"70,19 triệu/m²"
71,Eco Green Sài Gòn,[],[],[],65 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"51,54 triệu/m²"
72,[],[],[],[],[],123.2 m²,720.9 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,[],[],5 m,24.5 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"313,01 triệu/m²"
73,[],[],[],[],[],53 m²,100 m²,2 phòng,2 phòng,[],[],4.5 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"66,04 triệu/m²"
74,[],[],[],[],[],75 m²,216 m²,4 phòng,5 phòng,3,[],4 m,19 m,['Tây Nam'],[],['Đã có sổ'],['Nhà phố liền kề'],[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"70,67 triệu/m²"
75,[],[],[],[],[],4275 m2,[],[],[],[],[],[],[],[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"9,82 triệu/m2"
76,[],[],[],[],[],84 m2,[],[],[],[],[],6.4 m,13.6 m,['Tây Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi']",[],"40,48 triệu/m2"
77,[],[],[],[],[],90 m2,[],[],[],[],[],5 m,18 m,[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"5,33 triệu/m2"
78,Sky 9,[],[],[],53 m²,[],[],2 phòng,1 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"28,3 triệu/m²"
79,[],[],[],[],[],60 m²,[],6 phòng,[],[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"233,33 triệu/m²"
80,[],[],[],[],[],52 m²,186 m²,4 phòng,4 phòng,[],[],4 m,13 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"70,19 triệu/m²"
81,Eco Green Sài Gòn,[],[],[],65 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"51,54 triệu/m²"
82,[],[],[],[],[],123.2 m²,720.9 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,[],[],5 m,24.5 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"313,01 triệu/m²"
83,[],[],[],[],[],53 m²,100 m²,2 phòng,2 phòng,[],[],4.5 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"66,04 triệu/m²"
84,[],[],[],[],[],75 m²,216 m²,4 phòng,5 phòng,3,[],4 m,19 m,['Tây Nam'],[],['Đã có sổ'],['Nhà phố liền kề'],[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"70,67 triệu/m²"
85,[],[],[],[],[],7 m²,33 m²,2 phòng,1 phòng,3,[],4 m,2 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],150 triệu/m²
86,[],[],[],[],[],270 m²,270 m²,2 phòng,3 phòng,1,[],12.5 m,22 m,['Tây Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"33,33 triệu/m²"
87,[],[],[],[],[],46 m²,86 m²,2 phòng,2 phòng,[],[],3.5 m,13 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"32,39 triệu/m²"
88,[],[],[],[],[],27 m²,27 m²,1 phòng,2 phòng,[],[],3.6 m,7 m,['Tây'],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"66,67 triệu/m²"
89,[],[],[],[],[],50 m²,50 m²,3 phòng,3 phòng,2,[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],80 triệu/m²
90,[],[],[],[],[],60 m²,200 m²,4 phòng,5 phòng,3,[],4 m,15 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],100 triệu/m²
91,[],[],[],[],[],53 m²,180 m²,3 phòng,5 phòng,[],[],5 m,10 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"113,21 triệu/m²"
92,[],[],[],[],[],120 m²,[],7 phòng,[],[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"70,83 triệu/m²"
93,[],[],[],[],[],80 m²,80 m²,2 phòng,2 phòng,[],[],4 m,20 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],115 triệu/m²
94,[],[],KHU PHỐ VĂN HÓA,[],[],98 m²,120 m²,3 phòng,2 phòng,1,[],7 m,14 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"110,2 triệu/m²"
95,[],[],[],[],[],75 m2,[],[],[],[],[],5 m,15 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"23,87 triệu/m2"
96,[],[],[],[],[],45 m²,180 m²,4 phòng,4 phòng,[],[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"166,67 triệu/m²"
97,[],[],[],[],100 m²,[],[],[],[],[],[],[],[],[],[],[],[],[],['Mặt bằng kinh doanh'],[],[],[],[],[],[],800.000 đ/m²
98,[],[],[],[],[],87 m²,[],3 phòng,3 phòng,[],[],3.8 m,23 m,[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"83,91 triệu/m²"
99,[],[],[],[],[],51 m²,51 m²,2 phòng,2 phòng,1,[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"33,73 triệu/m²"
100,[],[],[],[],[],100 m2,[],[],[],[],[],5 m,20 m,['Đông Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],32 triệu/m2
101,Khu dân cư An Sương,[],A,[],51 m²,[],[],1 phòng,1 phòng,[],4,[],[],['Nam'],['Bắc'],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"25,1 triệu/m²"
102,[],[],[],[],[],49.5 m²,[],2 phòng,1 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"73,47 triệu/m²"
103,[],[],[],[],[],4275 m2,[],[],[],[],[],[],[],[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"9,82 triệu/m2"
104,[],[],[],[],[],64 m²,[],[],[],[],[],4 m,16 m,['Đông'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],"81,25 triệu/m²"
105,[],[],[],[],[],46 m²,[],3 phòng,3 phòng,3,[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"102,17 triệu/m²"
106,[],[],[],[],[],92 m²,394 m²,9 phòng,Nhiều hơn 6 phòng,[],[],9 m,13 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"170,65 triệu/m²"
107,[],[],[],[],[],49 m²,[],2 phòng,2 phòng,[],[],3.75 m,13 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"68,37 triệu/m²"
108,[],[],[],[],[],60 m²,60 m²,2 phòng,1 phòng,[],[],4 m,15 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"5,33 triệu/m²"
109,[],[],[],[],[],118 m2,[],[],[],[],[],5.6 m,22 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"72,88 triệu/m2"
110,[],[],[],[],[],97 m2,[],[],[],[],[],7 m,14 m,[],[],[],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"38,66 triệu/m2"
111,New City Thủ Thiêm,[],[],[],40 m²,[],[],4 phòng,4 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Duplex'],[],['Đã bàn giao'],[],[],[],375 triệu/m²
112,[],[],[],[],40 m²,[],[],2 phòng,1 phòng,[],[],[],[],[],[],['Giấy tờ khác'],[],[],[],['Chung cư'],[],['Chưa bàn giao'],[],[],[],"13,13 triệu/m²"
113,[],[],[],[],[],25 m²,75 m²,2 phòng,2 phòng,[],[],5 m,5 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],62 triệu/m²
114,Lavita Charm,[],[],[],67 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"26,12 triệu/m²"
115,[],[],[],[],[],31 m2,[],[],[],[],[],3 m,10 m,['Đông Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Nở hậu'],[],"129,03 triệu/m2"
116,[],[],[],[],[],85 m²,170 m²,3 phòng,3 phòng,2,[],5 m,15 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"39,41 triệu/m²"
117,LuxGarden,[],[],[],68 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"30,15 triệu/m²"
118,[],[],[],[],[],72.6 m²,145 m²,2 phòng,2 phòng,[],[],5.9 m,12.3 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"13,78 triệu/m²"
119,[],[],[],[],[],36 m²,110 m²,3 phòng,2 phòng,[],[],4 m,11 m,['Đông'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"138,89 triệu/m²"
