,project_name,apartment_code,block_name,block_code,square,square_area,square_in_use,bedroom,wc,num_floor,floor,width,height,door,balcony,certificates,house_type,estate_type,office_type,apartment_type,furniture_status,estate_status,apartment_specific,house_specific,_type,price_m2
1726,[],[],[],[],[],102 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"22,06 triệu/m2"
1727,[],[],[],[],[],83 m²,330 m²,5 phòng,6 phòng,4,[],4.1 m,20.6 m,['Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],['Hẻm xe hơi'],[],"96,39 triệu/m²"
1728,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"28,13 triệu/m2"
1729,[],[],55/15,[],[],36 m²,75 m²,2 phòng,2 phòng,2,[],4 m,9.5 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"95,83 triệu/m²"
1730,[],[],A B,[],48 m²,[],[],2 phòng,2 phòng,[],25,[],[],[],[],['Đã có sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Chưa bàn giao'],['Căn góc'],[],[],"31,25 triệu/m²"
1731,[],[],[],[],[],42 m²,[],3 phòng,2 phòng,[],[],[],14 m,['Đông'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"195,24 triệu/m²"
1732,[],[],[],[],[],52 m2,[],[],[],[],[],4 m,13 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"7,69 triệu/m2"
1733,[],[],[],[],[],19 m²,[],2 phòng,1 phòng,[],[],[],[],[],[],[],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],100 triệu/m²
1734,[],[],[],[],[],220 m2,[],[],[],[],[],9.75 m,22 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi']",[],"46,82 triệu/m2"
1735,[],[],[],[],[],55 m²,200 m²,4 phòng,5 phòng,4,[],4 m,13.2 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"69,09 triệu/m²"
1736,[],[],[],[],[],507.6 m²,433.3 m²,1 phòng,1 phòng,[],[],15 m,34 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"12,23 triệu/m²"
1737,[],[],[],[],[],44 m²,168 m²,5 phòng,3 phòng,4,[],4 m,11 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"64,77 triệu/m²"
1738,[],[],[],[],[],60 m²,244 m²,3 phòng,4 phòng,3,[],6 m,10 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"153,33 triệu/m²"
1739,[],[],[],[],[],44.8 m²,59.8 m²,2 phòng,2 phòng,[],[],4 m,14.95 m,['Tây Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"77,27 triệu/m²"
1740,Samland Giai Việt,[],A,[],115 m²,[],[],2 phòng,2 phòng,[],[],[],[],['Đông Nam'],['Tây Bắc'],['Đã có sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Đã bàn giao'],[],[],[],"29,57 triệu/m²"
1741,[],[],[],[],[],170 m²,170 m²,4 phòng,5 phòng,[],[],10 m,17 m,[],[],['Đã có sổ'],['Nhà biệt thự'],[],[],[],[],[],[],['Hẻm xe hơi'],[],"22,35 triệu/m²"
1742,[],[],[],[],[],24 m²,48 m²,2 phòng,2 phòng,2,[],3 m,8 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"110,42 triệu/m²"
1743,[],[],[],[],780 m²,[],[],[],[],[],[],[],[],[],[],['Đã có sổ'],[],[],['Mặt bằng kinh doanh'],[],[],[],[],[],[],64.102 đ/m²
1744,Saigon Riverside Complex Q7,[],[],[],53 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Chưa bàn giao'],[],[],[],"33,02 triệu/m²"
1745,[],[],[],[],[],78 m²,78 m²,2 phòng,2 phòng,[],[],4.5 m,18 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"92,31 triệu/m²"
1746,[],[],[],[],[],110 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"5,36 triệu/m2"
1747,[],[],[],[],[],50 m²,50 m²,3 phòng,3 phòng,[],[],5 m,10 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"34,3 triệu/m²"
1748,[],[],[],[],[],80 m2,[],[],[],[],[],4 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"5,13 triệu/m2"
1749,[],[],[],[],83 m²,[],[],3 phòng,2 phòng,[],17,[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],[],[],[],"33,73 triệu/m²"
1750,[],[],[],[],[],89.35 m²,279.29 m²,4 phòng,4 phòng,3,[],5 m,17.95 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"129,21 triệu/m²"
1751,[],[],[],[],[],65 m²,[],4 phòng,3 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"106,15 triệu/m²"
1752,Green Town Bình Tân,[],[],[],63 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],[],[],[],"25,24 triệu/m²"
1753,[],[],[],[],[],55 m²,[],4 phòng,[],[],[],[],[],[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"227,27 triệu/m²"
1754,[],[],[],[],[],68 m²,[],3 phòng,3 phòng,[],[],5 m,13.22 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"94,12 triệu/m²"
1755,[],[],[],[],83 m²,[],[],3 phòng,2 phòng,[],17,[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],[],[],[],"33,73 triệu/m²"
1756,[],[],[],[],[],32 m²,96 m²,2 phòng,3 phòng,[],[],4 m,8 m,['Tây'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"112,5 triệu/m²"
1757,[],[],[],[],[],72 m²,65 m²,2 phòng,2 phòng,[],[],5 m,13 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"14,58 triệu/m²"
1758,[],[],[],[],[],44 m²,88 m²,2 phòng,1 phòng,[],[],4 m,11 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"7,27 triệu/m²"
1759,[],[],[],[],[],55 m²,200 m²,4 phòng,5 phòng,4,[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"82,73 triệu/m²"
1760,Khu Dân Cư Xuyên Á,[],[],[],[],320 m²,320 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,[],[],10 m,32 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"1,5 triệu/m²"
1761,[],[],[],[],[],100 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],12 triệu/m2
1762,Golden Mansion,[],[],[],91.02 m²,[],[],3 phòng,2 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"54,95 triệu/m²"
1763,[],[],[],[],[],56 m²,112 m²,2 phòng,2 phòng,[],[],4 m,14 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"10,09 triệu/m²"
1764,[],[],[],[],[],65 m2,[],[],[],[],[],5 m,13 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Hẻm xe hơi'],[],8 triệu/m2
1765,[],[],[],[],[],300 m²,[],5 phòng,5 phòng,[],[],15 m,20 m,['Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"216,67 triệu/m²"
1766,[],[],[],[],[],103 m²,500 m²,3 phòng,3 phòng,[],[],4.5 m,23 m,['Đông'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],533.980 đ/m²
1767,[],[],[],[],[],52 m2,[],[],[],[],[],4 m,13 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi']",[],"7,5 triệu/m2"
1768,Dream Home Riverside quận 8,[],[],[],62 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Chưa bàn giao'],['Căn góc'],[],[],"27,42 triệu/m²"
1769,Akari City,12,Ak1,[],56 m²,[],[],2 phòng,1 phòng,[],11,[],[],['Bắc'],['Nam'],['Giấy tờ khác'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],[],[],[],"37,5 triệu/m²"
1770,[],[],[],[],[],267.97 m²,326 m²,3 phòng,3 phòng,[],[],10.6 m,30.8 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"99,25 triệu/m²"
1771,[],[],[],[],68.6 m²,[],[],3 phòng,2 phòng,[],1,[],[],['Đông'],[],['Đã có sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],[],[],[],"51,47 triệu/m²"
1772,[],[],[],[],[],19 m²,41 m²,1 phòng,1 phòng,2,[],4 m,5 m,['Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],100 triệu/m²
1773,[],[],[],[],[],45 m²,[],5 phòng,4 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"208,44 triệu/m²"
1774,[],[],[],[],400 m²,[],[],[],[],[],[],[],[],['Đông Nam'],[],['Giấy tờ khác'],[],[],['Mặt bằng kinh doanh'],[],['Nội thất cao cấp'],[],[],[],[],"1,25 triệu/m²"
1775,Mizuki Park,[],[],[],56 m²,[],[],2 phòng,1 phòng,[],[],[],[],[],['Đông'],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"38,75 triệu/m²"
1776,[],[],[],[],[],92 m2,[],[],[],[],[],5 m,18 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Nở hậu']",[],"3,21 triệu/m2"
1777,[],[],[],[],[],13 m²,64 m²,2 phòng,2 phòng,[],[],3 m,5 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"119,23 triệu/m²"
1778,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"31,25 triệu/m2"
1779,[],[],[],[],140 m²,[],[],[],[],[],[],[],[],['Tây'],[],[],[],[],['Mặt bằng kinh doanh'],[],['Nội thất đầy đủ'],[],[],[],[],"4,64 triệu/m²"
1780,[],[],[],[],[],64 m²,118 m²,3 phòng,3 phòng,3,[],4 m,16 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất cao cấp'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"19,53 triệu/m²"
1781,Lê Thành Tân Tạo,[],B,[],34 m²,[],[],1 phòng,1 phòng,[],7,[],[],[],['Tây Bắc'],[],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],[],[],[],"16,47 triệu/m²"
1782,[],[],[],[],[],135 m²,135 m²,3 phòng,3 phòng,[],[],5 m,27 m,['Tây Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"27,04 triệu/m²"
1783,[],[],[],[],[],60 m²,250 m²,4 phòng,5 phòng,5,[],4.5 m,15 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"76,67 triệu/m²"
1784,[],[],[],[],[],53 m2,[],[],[],[],[],4 m,13 m,[],[],['Giấy tờ khác'],[],['Đất thổ cư'],[],[],[],[],[],[],[],"5,66 triệu/m2"
1785,Vinhomes Central Park,[],[],[],53 m²,[],[],1 phòng,1 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Nội thất cao cấp'],['Đã bàn giao'],[],[],[],"56,6 triệu/m²"
1786,[],[],[],[],[],191 m²,[],4 phòng,3 phòng,[],[],[],[],['Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Nở hậu'],[],"85,34 triệu/m²"
1787,[],[],[],[],[],28 m²,28 m²,3 phòng,2 phòng,[],[],4 m,7 m,['Bắc'],[],['Giấy tờ khác'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"63,93 triệu/m²"
1788,Richmond city,[],[],[],52 m²,[],[],1 phòng,[],[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Đã bàn giao'],[],[],[],"48,08 triệu/m²"
1789,[],[],[],[],[],60 m²,[],4 phòng,5 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"76,67 triệu/m²"
1790,[],[],[],[],[],68 m²,182 m²,4 phòng,3 phòng,2,[],4 m,17 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"77,94 triệu/m²"
1791,[],[],[],[],[],63 m2,[],[],[],[],[],4.23 m,15 m,['Tây Bắc'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"43,65 triệu/m2"
1792,[],[],[],[],[],20 m²,60 m²,2 phòng,2 phòng,[],[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],130 triệu/m²
1793,[],[],[],[],[],52 m²,[],2 phòng,2 phòng,[],[],4 m,13 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"82,69 triệu/m²"
1794,[],[],[],[],[],30.4 m²,85 m²,4 phòng,2 phòng,[],[],3.1 m,10 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"222,67 triệu/m²"
1795,[],[],[],[],[],28 m²,84 m²,2 phòng,2 phòng,[],[],4 m,8 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Nở hậu'],[],125 triệu/m²
1796,[],[],[],[],[],48 m²,66 m²,4 phòng,3 phòng,[],[],3 m,16 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"87,5 triệu/m²"
1797,Riva Park,[],[],[],74.8 m²,[],[],2 phòng,2 phòng,[],[],[],[],['Đông Nam'],['Tây Bắc'],['Đã có sổ'],[],[],[],['Chung cư'],['Nội thất đầy đủ'],['Đã bàn giao'],[],[],[],"46,62 triệu/m²"
1798,[],[],[],[],[],35 m²,80 m²,2 phòng,3 phòng,2,[],3 m,14 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"188,57 triệu/m²"
1799,[],[],[],[],[],74.5 m²,223.5 m²,4 phòng,5 phòng,3,[],4 m,15 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"56,62 triệu/m²"
1800,[],[],[],[],[],80 m2,[],[],[],[],[],[],[],[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],[],[],6 triệu/m2
1801,[],[],[],[],[],20 m²,65 m²,4 phòng,3 phòng,3,[],2.7 m,8 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],[],[],"162,5 triệu/m²"
1802,[],[],[],[],[],850 m2,[],[],[],[],[],5 m,190 m,[],[],['Đã có sổ'],[],['Đất nông nghiệp'],[],[],[],[],[],['Nở hậu'],[],"1,47 triệu/m2"
1803,[],[],[],[],[],240 m²,262 m²,4 phòng,4 phòng,[],[],12 m,24 m,[],[],['Giấy tờ khác'],['Nhà biệt thự'],[],[],[],[],[],[],[],[],"116,67 triệu/m²"
1804,[],[],[],[],[],61.3 m²,151.3 m²,2 phòng,3 phòng,3,[],4.9 m,15 m,['Tây'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"275,41 triệu/m²"
1805,[],[],[],[],1 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],[],[],[],45 triệu/m²
1806,[],[],[],[],[],40 m²,80 m²,2 phòng,2 phòng,[],[],4 m,10 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"41,75 triệu/m²"
1807,[],[],[],[],[],18 m²,36 m²,2 phòng,2 phòng,3,[],5 m,4 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"180,56 triệu/m²"
1808,Akari City,[],[],[],79 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],['Căn góc'],[],[],"32,91 triệu/m²"
1809,Sunrise City,[],[],[],106 m²,[],[],2 phòng,2 phòng,[],[],[],[],['Đông'],['Đông'],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"36,79 triệu/m²"
1810,[],[],[],[],[],108 m²,108 m²,6 phòng,4 phòng,1,[],3.6 m,30 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"62,96 triệu/m²"
1811,[],[],[],[],96 m²,[],[],3 phòng,3 phòng,[],22,[],[],[],[],['Giấy tờ khác'],[],[],[],['Duplex'],['Bàn giao thô'],['Chưa bàn giao'],['Căn góc'],[],[],"56,59 triệu/m²"
1812,[],[],[],[],[],327 m²,[],4 phòng,4 phòng,4,[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"67,28 triệu/m²"
1813,[],[],[],[],[],72.9 m²,63 m²,2 phòng,1 phòng,[],[],4.5 m,16 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Nở hậu'],[],"61,79 triệu/m²"
1814,[],[],[],[],[],60 m²,80 m²,2 phòng,2 phòng,[],[],5 m,12 m,[],[],['Giấy tờ khác'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"31,17 triệu/m²"
1815,[],[],[],[],[],75 m²,280 m²,6 phòng,Nhiều hơn 6 phòng,5,[],4.5 m,16 m,[],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"61,33 triệu/m²"
1816,Celadon City,[],[],[],104 m²,[],[],3 phòng,3 phòng,[],[],[],[],['Bắc'],['Nam'],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"42,31 triệu/m²"
1817,Topaz Elite,[],[],[],73 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"27,53 triệu/m²"
1818,[],[],[],[],[],108 m²,72 m²,2 phòng,2 phòng,[],[],4 m,18 m,[],[],['Đã có sổ'],['Nhà phố liền kề'],[],[],[],['Nội thất đầy đủ'],[],[],['Nở hậu'],[],"63,89 triệu/m²"
1819,[],[],[],[],[],62 m²,62 m²,2 phòng,2 phòng,[],[],4.4 m,14.2 m,['Đông'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"21,61 triệu/m²"
1820,[],[],[],[],[],84 m2,[],[],[],[],[],6.4 m,13.6 m,['Tây Nam'],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Hẻm xe hơi']",[],"40,48 triệu/m2"
1821,[],[],[],[],[],62 m²,[],3 phòng,2 phòng,[],[],4 m,16 m,[],[],[],"['Nhà mặt phố, mặt tiền']",[],[],[],[],[],[],[],[],"58,06 triệu/m²"
1822,[],[],A,[],60 m²,[],[],2 phòng,2 phòng,[],10,[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],[],['Đã bàn giao'],['Căn góc'],[],[],"28,83 triệu/m²"
1823,[],[],[],[],[],48 m²,48 m²,2 phòng,1 phòng,1,[],4 m,12 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"19,58 triệu/m²"
1824,[],[],[],[],[],150 m²,145 m²,2 phòng,2 phòng,1,[],9.6 m,17 m,['Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"30,67 triệu/m²"
1825,[],[],[],[],[],65 m2,[],[],[],[],[],5 m,13 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],"['Mặt tiền', 'Nở hậu']",[],"35,38 triệu/m2"
1826,[],[],[],[],[],80 m2,[],[],[],[],[],5 m,16 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"28,13 triệu/m2"
1827,[],[],[],[],[],58.3 m²,77 m²,2 phòng,1 phòng,1,[],5.3 m,11 m,['Tây Nam'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Nở hậu'],[],"64,66 triệu/m²"
1828,[],[],[],[],[],100 m2,[],[],[],[],[],5 m,20 m,[],[],['Đã có sổ'],[],['Đất thổ cư'],[],[],[],[],[],['Mặt tiền'],[],"32,1 triệu/m2"
1829,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
1830,[],[],[],[],[],28 m²,84 m²,2 phòng,2 phòng,[],[],4 m,8 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Nở hậu'],[],125 triệu/m²
1831,[],[],[],[],[],48 m²,66 m²,4 phòng,3 phòng,[],[],3 m,16 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],[],[],"87,5 triệu/m²"
1832,[],[],[],[],[],35 m²,80 m²,2 phòng,3 phòng,2,[],3 m,14 m,['Đông Nam'],[],['Đã có sổ'],"['Nhà mặt phố, mặt tiền']",[],[],[],['Nội thất đầy đủ'],[],[],['Hẻm xe hơi'],[],"188,57 triệu/m²"
1833,[],[],[],[],[],74.5 m²,223.5 m²,4 phòng,5 phòng,3,[],4 m,15 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],"['Hẻm xe hơi', 'Nở hậu']",[],"56,62 triệu/m²"
1834,[],[],[],[],1 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],['Đang chờ sổ'],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],[],[],[],45 triệu/m²
1835,[],[],[],[],[],40 m²,80 m²,2 phòng,2 phòng,[],[],4 m,10 m,[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"41,75 triệu/m²"
1836,[],[],[],[],[],18 m²,36 m²,2 phòng,2 phòng,3,[],5 m,4 m,['Đông Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Nội thất đầy đủ'],[],[],[],[],"180,56 triệu/m²"
1837,Akari City,[],[],[],79 m²,[],[],2 phòng,2 phòng,[],[],[],[],[],[],[],[],[],[],['Chung cư'],['Hoàn thiện cơ bản'],['Chưa bàn giao'],['Căn góc'],[],[],"32,91 triệu/m²"
1838,Sunrise City,[],[],[],106 m²,[],[],2 phòng,2 phòng,[],[],[],[],['Đông'],['Đông'],[],[],[],[],['Chung cư'],[],['Đã bàn giao'],[],[],[],"36,79 triệu/m²"
1839,[],[],[],[],[],108 m²,108 m²,6 phòng,4 phòng,1,[],3.6 m,30 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Hẻm xe hơi'],[],"62,96 triệu/m²"
1840,[],[],[],[],96 m²,[],[],3 phòng,3 phòng,[],22,[],[],[],[],['Giấy tờ khác'],[],[],[],['Duplex'],['Bàn giao thô'],['Chưa bàn giao'],['Căn góc'],[],[],"56,59 triệu/m²"
1841,[],[],[],[],[],327 m²,[],4 phòng,4 phòng,4,[],[],[],[],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],['Hoàn thiện cơ bản'],[],[],['Hẻm xe hơi'],[],"67,28 triệu/m²"
1842,[],[],[],[],[],72.9 m²,63 m²,2 phòng,1 phòng,[],[],4.5 m,16 m,['Tây Bắc'],[],['Đã có sổ'],"['Nhà ngõ, hẻm']",[],[],[],[],[],[],['Nở hậu'],[],"61,79 triệu/m²"
