index,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_house
512,60.0,60.0,4.0,3.0,3.0,30.0,30.0,,0,2,,Hẻm xe hơi,725000000.0,43500000000.0
513,44.0,120.0,3.0,4.0,3.0,4.8,9.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,18634000000.0,819896000000.0
514,67.0,67.0,3.0,2.0,1.0,7.0,9.0,Đông Nam,0,4,,Nở hậu,291000000.0,19497000000.0
515,60.0,60.0,4.0,2.0,1.0,30.0,30.0,,0,1,,,19167000000.0,1150020000000.0
516,33.0,106.0,3.0,3.0,2.0,4.0,8.5,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",5015000000.0,165495000000.0
517,96.0,96.0,3.0,2.0,1.0,6.0,16.0,,0,4,,Mặt tiền,3229000000.0,309984000000.0
518,1100.0,1100.0,3.0,2.0,1.0,40.0,27.0,,0,4,,,1682000000.0,1850200000000.0
519,144.0,450.0,4.0,5.0,3.0,8.0,18.0,,0,2,,"Hẻm xe hơi, Nở hậu",19444000000.0,2799936000000.0
520,107.0,107.0,3.0,2.0,1.0,53.5,53.5,,0,2,,,5327000000.0,569989000000.0
521,47.0,47.0,3.0,2.0,1.0,23.5,23.5,,0,2,Nội thất đầy đủ,Hẻm xe hơi,2915000000.0,137005000000.0
522,35.0,35.0,2.0,3.0,1.0,17.5,17.5,,0,2,,,100000000.0,3500000000.0
523,110.0,180.0,4.0,3.0,1.0,4.8,23.0,,0,1,Nội thất đầy đủ,Nở hậu,782000000.0,86020000000.0
524,100.0,100.0,3.0,2.0,1.0,5.0,20.0,,0,4,,,45000000.0,4500000000.0
525,137.0,137.0,3.0,2.0,1.0,5.0,27.4,,0,4,,Mặt tiền,421000000.0,57677000000.0
526,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,4,,Mặt tiền,2813000000.0,225040000000.0
527,36.8,36.8,4.0,4.0,1.0,3.2,11.5,Bắc,0,2,,Nở hậu,13889000000.0,511115199999.99994
528,63.0,63.0,4.0,3.0,1.0,31.5,31.5,,0,2,,Hẻm xe hơi,3571000000.0,224973000000.0
529,60.0,120.0,3.0,2.0,2.0,4.0,15.0,Đông,0,1,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",2167000000.0,130020000000.0
530,68.0,68.0,2.0,2.0,1.0,5.0,15.0,,0,1,,,175000000.0,11900000000.0
531,64.0,192.0,4.0,5.0,3.0,4.0,16.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",5969000000.0,382016000000.0
532,24.0,45.0,2.0,1.0,1.0,2.0,12.0,,0,2,,Hẻm xe hơi,10417000000.0,250008000000.0
533,485.0,485.0,3.0,2.0,1.0,10.0,49.0,,0,4,,Mặt tiền,474000000.0,229890000000.0
534,42.0,160.0,4.0,4.0,3.0,6.0,6.5,Tây Nam,0,2,,,17857000000.0,749994000000.0
535,50.0,90.0,2.0,2.0,1.0,4.0,13.0,Đông Nam,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,61000000.0,3050000000.0
536,39.0,39.0,3.0,2.0,1.0,5.2,7.6,,0,4,,,9231000000.0,360009000000.0
537,43.0,43.0,2.0,3.0,2.0,21.5,21.5,,0,2,,,10698000000.0,460014000000.0
538,30.0,60.0,2.0,2.0,2.0,5.0,6.0,Đông,0,2,,,4267000000.0,128010000000.0
539,60.0,120.0,4.0,5.0,2.0,4.0,15.0,,0,2,,Hẻm xe hơi,5967000000.0,358020000000.0
540,27.0,52.0,2.0,2.0,1.0,5.0,8.0,,0,2,,Hẻm xe hơi,963000000.0,26001000000.0
541,68.0,120.0,3.0,4.0,1.0,6.0,12.0,,0,1,,,7353000000.0,500004000000.0
542,17.0,17.0,2.0,2.0,2.0,8.5,8.5,,0,2,,,13235000000.0,224995000000.0
543,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,4,,Mặt tiền,3125000000.0,250000000000.0
544,71.0,71.0,4.0,3.0,1.0,5.0,14.0,Đông Nam,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",2155000000.0,153005000000.0
545,121.7,121.7,3.0,2.0,1.0,5.0,24.4,Tây,0,4,,Hẻm xe hơi,3223000000.0,392239100000.0
546,135.0,135.0,3.0,2.0,1.0,8.0,17.0,,0,4,,,519000000.0,70065000000.0
547,70.0,70.0,3.0,2.0,1.0,35.0,35.0,,0,2,,"Hẻm xe hơi, Nở hậu",1557000000.0,108990000000.0
548,48.0,48.0,5.0,3.0,1.0,3.8,11.0,Nam,0,2,,,13542000000.0,650016000000.0
549,56.0,200.0,4.0,6.0,3.0,5.0,12.0,Tây,0,2,,Hẻm xe hơi,10446000000.0,584976000000.0
550,20.0,40.0,1.0,1.0,1.0,2.6,6.0,Nam,2,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",325000000.0,6500000000.0
551,51.0,51.0,2.0,2.0,1.0,25.5,25.5,,0,2,,"Hẻm xe hơi, Nở hậu",2706000000.0,138006000000.0
552,56.0,56.0,3.0,2.0,1.0,4.0,14.0,,0,1,Nội thất đầy đủ,Hẻm xe hơi,25000000.0,1400000000.0
553,52.0,52.0,3.0,1.0,1.0,4.0,13.0,,0,1,Nội thất đầy đủ,Hẻm xe hơi,2404000000.0,125008000000.0
554,35.0,70.0,7.0,2.0,5.0,3.5,10.0,,0,2,,Hẻm xe hơi,18571000000.0,649985000000.0
555,62.6,62.6,3.0,2.0,1.0,4.0,13.0,Tây Bắc,0,4,,,3742000000.0,234249200000.0
556,18.0,37.0,2.0,1.0,2.0,3.0,6.0,,0,2,,,8333000000.0,149994000000.0
557,42.0,34.0,2.0,2.0,1.0,4.0,12.0,Bắc,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",10714000000.0,449988000000.0
558,48.0,48.0,1.0,1.0,1.0,4.0,12.0,Nam,0,1,,Hẻm xe hơi,100000000.0,4800000000.0
559,196.0,127.0,3.0,2.0,2.0,5.0,14.0,Đông Bắc,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,3163000000.0,619948000000.0
560,60.0,60.0,3.0,2.0,1.0,5.0,12.0,,0,1,Nội thất đầy đủ,Nở hậu,2167000000.0,130020000000.0
561,38.0,38.0,1.0,1.0,1.0,19.0,19.0,,0,2,,,8947000000.0,339986000000.0
562,680.0,680.0,3.0,2.0,1.0,12.0,57.0,Đông Bắc,0,4,,,3809000000.0,2590120000000.0
563,60.0,60.0,2.0,2.0,1.0,7.0,9.0,,0,2,,,6417000000.0,385020000000.0
564,30.0,120.0,4.0,4.0,4.0,3.0,10.0,,0,1,Nội thất cao cấp,Nở hậu,36667000000.0,1100010000000.0
565,32.0,32.0,3.0,1.0,1.0,4.0,8.0,Nam,0,2,,,4688000000.0,150016000000.0
566,20.4,41.0,2.0,2.0,2.0,3.0,6.8,Đông Nam,0,2,,,80000000.0,1632000000.0
567,74.5,137.0,3.0,2.0,1.0,5.08,14.0,Đông Bắc,0,2,,Hẻm xe hơi,4392000000.0,327204000000.0
568,95.2,95.2,3.0,2.0,1.0,47.6,47.6,,0,4,,,1526000000.0,145275200000.0
569,60.0,220.0,4.0,4.0,2.0,7.5,8.0,,0,1,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",11633000000.0,697980000000.0
570,86.5,170.0,11.0,7.0,1.0,5.0,17.5,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",39418.0,3409657.0
571,50.0,50.0,4.0,3.0,1.0,4.0,13.0,Nam,0,0,Nội thất cao cấp,Hẻm xe hơi,1476000000.0,73800000000.0
572,60.0,60.0,5.0,5.0,1.0,4.0,15.0,Đông,0,1,Nội thất đầy đủ,Hẻm xe hơi,135000000.0,8100000000.0
573,76.0,180.0,4.0,3.0,2.0,4.0,19.0,Tây Bắc,0,2,Nội thất đầy đủ,,6711000000.0,510036000000.0
574,110.0,100.0,3.0,2.0,1.0,5.0,22.0,,0,2,,Hẻm xe hơi,2591000000.0,285010000000.0
575,55.0,55.0,2.0,2.0,1.0,4.0,13.0,,0,2,,,6364000000.0,350020000000.0
576,31.0,62.0,2.0,2.0,2.0,5.05,6.0,,0,2,,"Hẻm xe hơi, Nở hậu",11871000000.0,368001000000.0
577,36.0,36.0,2.0,2.0,1.0,18.0,18.0,,0,1,,Hẻm xe hơi,2194000000.0,78984000000.0
578,72.0,288.0,6.0,6.0,3.0,4.0,18.0,,0,1,Nội thất cao cấp,,9028000000.0,650016000000.0
579,93.0,300.0,5.0,4.0,3.0,5.0,19.0,Đông Nam,0,1,,"Hẻm xe hơi, Nở hậu",1774000000.0,164982000000.0
580,200.0,200.0,3.0,2.0,1.0,10.0,20.0,Đông,0,4,,,110000000.0,22000000000.0
581,50.0,150.0,4.0,3.0,3.0,5.0,10.0,Nam,0,0,Nội thất cao cấp,Hẻm xe hơi,90000000.0,4500000000.0
582,250.0,250.0,3.0,2.0,1.0,12.0,20.0,,0,4,,,112000000.0,28000000000.0
583,305.0,305.0,3.0,2.0,1.0,15.0,21.0,,0,4,,,1475000000.0,449875000000.0
584,39.0,39.0,4.0,3.0,3.0,4.0,9.0,Tây,0,2,Nội thất cao cấp,Hẻm xe hơi,9103000000.0,355017000000.0
585,48.0,96.0,3.0,2.0,2.0,4.0,12.0,Đông,0,1,,"Hẻm xe hơi, Nở hậu",8854000000.0,424992000000.0
586,80.0,80.0,3.0,3.0,1.0,40.0,40.0,,0,1,,,2625000000.0,210000000000.0
587,33.0,33.0,3.0,2.0,2.0,4.0,8.0,,0,2,Nội thất đầy đủ,,100000000.0,3300000000.0
588,59.3,157.0,3.0,2.0,2.0,29.6,29.6,Tây Bắc,0,2,Nội thất đầy đủ,Hẻm xe hơi,5644000000.0,334689200000.0
589,165.0,165.0,11.0,7.0,1.0,5.5,30.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",5194000000.0,857010000000.0
590,85.0,290.0,4.0,5.0,4.0,5.0,17.0,,0,1,,Hẻm xe hơi,7235000000.0,614975000000.0
591,74.0,74.0,3.0,2.0,1.0,6.7,11.5,,0,4,,Hẻm xe hơi,3446000000.0,255004000000.0
592,155.0,500.0,8.0,7.0,3.0,3.6,25.0,Đông Nam,0,2,Nội thất cao cấp,Nở hậu,60000000.0,9300000000.0
593,60.0,300.0,6.0,7.0,4.0,6.0,10.0,,0,2,,"Hẻm xe hơi, Nở hậu",9167000000.0,550020000000.0
594,48.0,192.0,5.0,4.0,4.0,6.0,9.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",12083000000.0,579984000000.0
595,175.0,175.0,5.0,6.0,1.0,7.0,25.0,,0,3,,,32000000.0,5600000000.0
596,75.0,75.0,3.0,3.0,1.0,37.5,37.5,,0,1,,,96000000.0,7200000000.0
597,51.6,51.6,4.0,4.0,3.0,4.3,12.0,,0,2,,Hẻm xe hơi,10784000000.0,556454400000.0
598,772.0,772.0,3.0,2.0,1.0,25.0,30.0,,0,4,,,285000000.0,220020000000.0
599,40.0,120.0,4.0,3.0,3.0,4.0,10.0,,0,2,,Hẻm xe hơi,8875000000.0,355000000000.0
600,50.0,150.0,3.0,3.0,3.0,25.0,25.0,Đông Bắc,0,1,,,158000000.0,7900000000.0
601,75.0,75.0,2.0,2.0,1.0,5.0,15.0,,0,1,,,12000000.0,900000000.0
602,53.0,200.0,4.0,5.0,4.0,4.0,13.2,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",8585000000.0,455005000000.0
603,48.0,48.0,2.0,2.0,1.0,4.8,10.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,3938000000.0,189024000000.0
604,30.0,60.0,2.0,3.0,2.0,3.5,9.0,,0,2,,,11667000000.0,350010000000.0
605,36.0,36.0,3.0,4.0,1.0,18.0,18.0,,0,2,,"Hẻm xe hơi, Nở hậu",11389000000.0,410004000000.0
606,76.0,76.0,4.0,5.0,4.0,4.0,19.0,,0,1,,,8553000000.0,650028000000.0
607,66.0,66.0,3.0,2.0,1.0,5.0,13.5,,0,2,Bàn giao thô,Hẻm xe hơi,197000000.0,13002000000.0
608,55.0,78.0,2.0,2.0,1.0,4.0,14.0,,0,1,,Hẻm xe hơi,6091000000.0,335005000000.0
609,70.0,209.0,3.0,3.0,2.0,5.0,14.0,,0,1,Nội thất đầy đủ,Hẻm xe hơi,2929000000.0,205030000000.0
610,98.0,36.0,3.0,2.0,4.0,3.5,11.0,Bắc,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",6224000000.0,609952000000.0
611,65.0,65.0,2.0,2.0,1.0,4.5,15.5,Đông Nam,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",1338000000.0,86970000000.0
612,60.0,60.0,2.0,1.0,1.0,5.0,12.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,11000000.0,660000000.0
613,150.0,192.0,2.0,2.0,1.0,5.0,30.0,,0,1,,,8000000.0,1200000000.0
614,30.0,30.0,3.0,2.0,1.0,3.0,10.0,,2,4,,Hẻm xe hơi,1433000000.0,42990000000.0
615,70.0,70.0,1.0,1.0,1.0,4.6,16.0,,0,2,,Hẻm xe hơi,2857000000.0,199990000000.0
616,42.0,84.0,2.0,2.0,2.0,4.0,11.0,Nam,0,2,,Hẻm xe hơi,7548000000.0,317016000000.0
617,115.0,115.0,3.0,2.0,1.0,6.3,20.0,Nam,0,4,,Nở hậu,5043000000.0,579945000000.0
618,68.0,68.0,3.0,2.0,1.0,4.0,17.0,,0,4,,Hẻm xe hơi,8088000000.0,549984000000.0
619,55.2,83.0,2.0,2.0,1.0,4.0,12.0,Tây Bắc,0,2,,Hẻm xe hơi,6545000000.0,361284000000.0
620,61.0,61.0,5.0,2.0,1.0,30.5,30.5,,0,2,,,10164000000.0,620004000000.0
621,40.0,40.0,2.0,1.0,1.0,4.0,10.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,7000000.0,280000000.0
622,90.0,90.0,3.0,2.0,1.0,5.0,18.0,,0,4,,,10000000.0,900000000.0
623,48.0,90.0,2.0,3.0,1.0,4.0,12.0,,0,2,,,875000000.0,42000000000.0
624,62.0,200.0,5.0,5.0,3.0,4.6,15.0,,0,1,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",13226000000.0,820012000000.0
625,50.0,100.0,2.0,1.0,2.0,5.0,10.0,,0,2,,,76000000.0,3800000000.0
626,30.0,27.0,2.0,2.0,1.0,3.0,10.0,Đông Nam,0,2,,"Hẻm xe hơi, Nở hậu",21667000000.0,650010000000.0
627,100.0,100.0,3.0,2.0,1.0,5.0,20.0,,1,4,,,34000000.0,3400000000.0
628,450.0,450.0,3.0,2.0,1.0,20.0,22.5,,0,1,,,4889000000.0,2200050000000.0
629,36.0,36.0,2.0,2.0,1.0,4.0,9.0,Đông Bắc,0,2,,,10972000000.0,394992000000.0
630,81.8,81.8,1.0,1.0,1.0,4.05,20.0,,0,1,,,9074000000.0,742253200000.0
631,68.0,180.0,3.0,2.0,3.0,4.0,16.0,,0,2,Hoàn thiện cơ bản,,1838000000.0,124984000000.0
632,64.0,64.0,4.0,5.0,4.0,4.0,16.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,11563000000.0,740032000000.0
633,36.0,72.0,2.0,2.0,1.0,32.0,11.0,Tây Bắc,2,2,Hoàn thiện cơ bản,Hẻm xe hơi,3056000000.0,110016000000.0
634,60.0,112.0,3.0,2.0,1.0,385.0,175.0,,0,2,,Hẻm xe hơi,10833000000.0,649980000000.0
635,57.0,73.0,4.0,4.0,1.0,4.2,15.7,Đông Nam,0,2,,Hẻm xe hơi,7018000000.0,400026000000.0
636,32.0,70.0,2.0,2.0,1.0,5.0,7.0,Đông Bắc,0,2,Nội thất đầy đủ,Hẻm xe hơi,9844000000.0,315008000000.0
637,65.0,195.0,4.0,4.0,2.0,3.8,16.0,Bắc,0,2,Nội thất cao cấp,,8923000000.0,579995000000.0
638,43.0,152.0,5.0,5.0,5.0,5.0,11.0,,0,2,,"Hẻm xe hơi, Nở hậu",19767000000.0,849981000000.0
639,48.0,48.0,3.0,2.0,1.0,4.0,12.0,,0,4,,Hẻm xe hơi,2063000000.0,99024000000.0
640,50.0,50.0,4.0,4.0,3.0,5.0,12.0,,0,2,,,150000000.0,7500000000.0
641,50.0,125.0,2.0,2.0,2.0,4.0,13.0,Tây Nam,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,78000000.0,3900000000.0
642,175.0,175.0,5.0,3.0,1.0,3.8,42.7,Đông Bắc,0,1,,Nở hậu,12571000000.0,2199925000000.0
643,21.0,63.0,2.0,2.0,3.0,3.0,7.0,,0,2,,Hẻm xe hơi,6905000000.0,145005000000.0
644,175.0,175.0,11.0,7.0,1.0,87.5,87.5,,0,1,,,31429000000.0,5500075000000.0
645,72.0,72.0,4.0,4.0,1.0,4.0,18.0,,0,2,,,10972000000.0,789984000000.0
646,44.0,88.0,2.0,2.0,2.0,4.0,11.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,2841000000.0,125004000000.0
647,66.2,140.0,1.0,1.0,2.0,4.0,18.0,Tây Nam,0,2,Bàn giao thô,Nở hậu,12273000000.0,812472600000.0
648,100.0,100.0,3.0,2.0,1.0,5.0,20.0,,0,1,,"Hẻm xe hơi, Nở hậu",25000000.0,2500000000.0
649,150.0,192.5,5.0,5.0,2.0,5.0,30.0,Đông,0,1,Hoàn thiện cơ bản,,933000000.0,139950000000.0
650,1000.0,1000.0,3.0,2.0,1.0,20.0,50.0,Đông,0,4,,"Mặt tiền, Hẻm xe hơi, Nở hậu",490000.0,490000000.0
651,27.0,20.0,2.0,2.0,1.0,3.0,9.0,,0,1,,Nở hậu,12037000000.0,324999000000.0
652,44.0,120.0,4.0,4.0,2.0,3.5,14.0,Đông,0,0,Nội thất đầy đủ,Hẻm xe hơi,6818000000.0,299992000000.0
653,115.0,115.0,3.0,2.0,1.0,7.0,16.5,,0,4,,Mặt tiền,7304000000.0,839960000000.0
654,68.0,68.0,3.0,2.0,1.0,4.0,17.0,,2,4,,Hẻm xe hơi,1147000000.0,77996000000.0
655,167.0,225.0,4.0,4.0,1.0,9.5,17.0,,0,3,,,8383000000.0,1399961000000.0
656,70.0,70.0,2.0,2.0,1.0,5.0,14.0,,0,1,,,1429000000.0,100030000000.0
657,75.0,180.0,4.0,5.0,4.0,5.2,14.0,,1,3,Nội thất đầy đủ,Hẻm xe hơi,68000000.0,5100000000.0
658,56.0,56.0,1.0,1.0,1.0,3.7,1.5,Đông,0,2,,,1964000000.0,109984000000.0
659,42.0,80.0,2.0,2.0,1.0,4.0,10.5,,0,2,,"Hẻm xe hơi, Nở hậu",3048000000.0,128016000000.0
660,34.0,34.0,1.0,1.0,1.0,4.0,6.0,,0,2,Nội thất đầy đủ,Nở hậu,735000000.0,24990000000.0
661,174.0,174.0,3.0,2.0,1.0,9.0,19.0,Tây Bắc,0,4,,Mặt tiền,3161000000.0,550014000000.0
662,112.0,112.0,2.0,2.0,1.0,8.0,14.0,Tây Nam,0,1,Nội thất đầy đủ,Nở hậu,7321000000.0,819952000000.0
663,90.0,90.0,2.0,1.0,1.0,45.0,45.0,Tây,0,2,,Nở hậu,356000000.0,32040000000.0
664,50.0,100.0,2.0,2.0,1.0,6.0,8.0,Tây Nam,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,66000000.0,3300000000.0
665,52.0,104.0,2.0,2.0,2.0,4.0,13.0,,0,2,,,2844000000.0,147888000000.0
666,100.0,100.0,3.0,2.0,1.0,5.0,20.0,,2,4,,Mặt tiền,69000000.0,6900000000.0
667,15.0,40.0,2.0,3.0,3.0,5200.0,3800.0,Đông Bắc,0,2,,Hẻm xe hơi,19993000000.0,299895000000.0
668,62.0,62.0,3.0,2.0,1.0,4.0,16.0,,0,4,,,371000000.0,23002000000.0
669,19.0,19.0,2.0,3.0,1.0,9.5,9.5,,0,2,,"Hẻm xe hơi, Nở hậu",21842000000.0,414998000000.0
670,65.0,65.0,4.0,4.0,5.0,5.0,15.0,,0,2,,"Hẻm xe hơi, Nở hậu",8154000000.0,530010000000.0
671,60.0,60.0,3.0,2.0,1.0,30.0,30.0,,0,2,,Hẻm xe hơi,8333000000.0,499980000000.0
672,85.0,85.0,10.0,7.0,4.0,42.5,42.5,,0,2,,,11176000000.0,949960000000.0
673,60.0,60.0,3.0,2.0,1.0,5.0,12.0,,0,4,,"Mặt tiền, Hẻm xe hơi",1533000000.0,91980000000.0
674,20.0,40.0,1.0,1.0,2.0,4.0,5.0,,0,2,Nội thất cao cấp,,29000000.0,580000000.0
675,70.0,70.0,5.0,5.0,1.0,35.0,35.0,,0,0,,,6571000000.0,459970000000.0
676,49.0,189.0,4.0,6.0,5.0,4.5,11.0,Tây Nam,0,2,Nội thất cao cấp,Hẻm xe hơi,26531000000.0,1300019000000.0
677,80.0,320.0,6.0,6.0,4.0,4.0,20.0,,0,1,,,2624000000.0,209920000000.0
678,500.0,500.0,3.0,2.0,1.0,15.0,35.0,Bắc,0,4,,Hẻm xe hơi,15000000.0,7500000000.0
679,52.0,45.5,2.0,2.0,2.0,4.0,13.1,,0,1,Nội thất đầy đủ,Hẻm xe hơi,1538000000.0,79976000000.0
680,99.0,70.0,2.0,1.0,1.0,5.0,20.0,Đông Nam,0,2,,,419000000.0,41481000000.0
681,56.0,85.0,1.0,1.0,2.0,4.0,14.0,Tây Bắc,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",6429000000.0,360024000000.0
682,42.0,160.0,4.0,4.0,4.0,3.2,11.5,,0,2,,"Hẻm xe hơi, Nở hậu",11905000000.0,500010000000.0
683,250.0,250.0,5.0,6.0,3.0,10.0,25.0,,0,3,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",158000000.0,39500000000.0
684,55.0,200.0,5.0,4.0,4.0,5.0,11.0,Tây,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",8909000000.0,489995000000.0
685,100.0,100.0,3.0,2.0,1.0,50.0,50.0,,0,4,,,27000000.0,2700000000.0
686,40.0,80.0,2.0,2.0,1.0,4.0,10.0,Nam,0,2,Bàn giao thô,"Hẻm xe hơi, Nở hậu",275000000.0,11000000000.0
687,55.0,55.0,4.0,2.0,1.0,27.5,27.5,,0,1,,,22727000000.0,1249985000000.0
688,80.0,80.0,3.0,2.0,1.0,4.0,20.0,,0,3,,Hẻm xe hơi,1688000000.0,135040000000.0
689,1300.0,1300.0,3.0,2.0,1.0,40.0,32.0,,0,4,,Mặt tiền,408000000.0,530400000000.0
690,59.0,59.0,1.0,1.0,1.0,4.0,15.0,,0,2,,Hẻm xe hơi,5932000000.0,349988000000.0
691,55.0,55.4,4.0,3.0,1.0,3.6,15.0,,0,1,Hoàn thiện cơ bản,,20909000000.0,1149995000000.0
692,35.0,35.0,2.0,1.0,2.0,17.5,17.5,,0,2,,"Hẻm xe hơi, Nở hậu",9571000000.0,334985000000.0
693,110.0,110.0,3.0,2.0,1.0,5.0,22.0,Đông Nam,0,4,,"Mặt tiền, Nở hậu",335000000.0,36850000000.0
694,67.0,67.0,3.0,2.0,1.0,5.0,13.0,,0,4,,Nở hậu,267000000.0,17889000000.0
695,144.0,144.0,3.0,2.0,1.0,11.0,13.0,Đông Nam,0,4,,Mặt tiền,4167000000.0,600048000000.0
696,77.0,77.0,3.0,3.0,2.0,7.0,11.0,,0,2,,,4545000000.0,349965000000.0
697,70.0,70.0,2.0,2.0,1.0,5.0,14.0,,0,1,,,2257000000.0,157990000000.0
698,65.0,65.0,2.0,2.0,1.0,4.0,16.0,,0,1,,Hẻm xe hơi,2415000000.0,156975000000.0
699,76.0,152.0,2.0,3.0,2.0,5.0,15.0,,0,1,,"Hẻm xe hơi, Nở hậu",2039000000.0,154964000000.0
700,1000.0,1000.0,2.0,2.0,1.0,500.0,500.0,,0,2,,,1000000.0,1000000000.0
701,97.0,97.0,10.0,7.0,1.0,48.5,48.5,,0,1,,,28866000000.0,2800002000000.0
702,42.0,80.0,2.0,2.0,2.0,3.0,14.0,,0,2,,Hẻm xe hơi,7619000000.0,319998000000.0
703,75.0,150.0,2.0,3.0,2.0,6.0,12.0,,0,2,,Hẻm xe hơi,140000000.0,10500000000.0
704,50.0,50.0,2.0,2.0,1.0,25.0,25.0,Đông Nam,0,1,,Hẻm xe hơi,19000000.0,950000000.0
705,89.0,89.0,3.0,2.0,1.0,6.0,15.0,,0,4,,"Mặt tiền, Hẻm xe hơi, Nở hậu",1557000000.0,138573000000.0
706,52.0,52.0,2.0,2.0,1.0,4.0,13.0,,0,1,,"Hẻm xe hơi, Nở hậu",423000000.0,21996000000.0
707,65.0,65.0,2.0,2.0,1.0,5.0,13.0,,0,1,,Nở hậu,2338000000.0,151970000000.0
708,16.0,32.0,1.0,1.0,2.0,2.0,8.0,,2,2,,Hẻm xe hơi,4875000000.0,78000000000.0
709,53.0,53.0,3.0,2.0,1.0,5.0,10.0,,0,4,,Hẻm xe hơi,1685000000.0,89305000000.0
710,65.0,130.0,2.0,2.0,2.0,5.0,13.0,,0,2,,,1846000000.0,119990000000.0
711,48.0,96.0,2.0,2.0,1.0,4.0,12.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",2396000000.0,115008000000.0
712,40.0,40.0,1.0,2.0,1.0,20.0,20.0,,0,2,,Hẻm xe hơi,8625000000.0,345000000000.0
713,11000.0,11000.0,3.0,2.0,1.0,50.0,220.0,,0,4,,Hẻm xe hơi,182000000.0,2002000000000.0
714,109.0,109.0,3.0,2.0,1.0,5.0,22.0,Đông,0,4,,Mặt tiền,12660.0,1379940.0
715,50.0,50.0,2.0,3.0,1.0,25.0,25.0,,0,2,,Hẻm xe hơi,87000000.0,4350000000.0
716,47.0,195.0,6.0,4.0,4.0,4.0,14.0,Đông Nam,0,2,,,10851000000.0,509997000000.0
717,40.0,80.0,2.0,2.0,1.0,4.0,10.0,,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",5375000000.0,215000000000.0
718,121.0,121.0,3.0,2.0,1.0,6.6,18.6,Đông Nam,0,4,,"Mặt tiền, Nở hậu",4215000000.0,510015000000.0
719,57.1,57.1,2.0,2.0,1.0,3.75,17.0,Tây Bắc,0,2,Hoàn thiện cơ bản,Nở hậu,8246000000.0,470846600000.0
720,1939.0,1939.0,3.0,2.0,1.0,32.0,60.0,,0,4,,"Mặt tiền, Hẻm xe hơi",1444000000.0,2799916000000.0
721,300.0,300.0,5.0,6.0,1.0,150.0,150.0,,0,0,,,1433000000.0,429900000000.0
722,50.0,50.0,3.0,2.0,1.0,5.0,10.0,,0,4,,Mặt tiền,2764000000.0,138200000000.0
723,135.0,135.0,11.0,7.0,1.0,5.0,29.0,,0,2,,"Hẻm xe hơi, Nở hậu",10741000000.0,1450035000000.0
724,44.5,44.5,4.0,2.0,1.0,4.0,11.5,,0,1,,,18636000000.0,829302000000.0
725,125.3,125.3,3.0,2.0,1.0,5.0,25.0,,0,4,,Mặt tiền,104000000.0,13031200000.0
726,55.0,220.0,4.0,5.0,4.0,5.0,11.0,,0,1,,"Hẻm xe hơi, Nở hậu",34000000.0,1870000000.0
727,46.0,46.0,3.0,2.0,1.0,23.0,23.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,2739000000.0,125994000000.0
728,50.0,50.0,3.0,2.0,1.0,12.5,4.0,,0,4,,,45000000.0,2250000000.0
729,60.0,110.0,2.0,2.0,2.0,5.0,12.0,,1,2,,"Hẻm xe hơi, Nở hậu",1833000000.0,109980000000.0
730,65.0,65.0,2.0,1.0,1.0,5.0,13.0,,0,1,,,1923000000.0,124995000000.0
731,59.0,59.0,2.0,2.0,2.0,4.0,15.0,,0,2,,Hẻm xe hơi,9831000000.0,580029000000.0
