index,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_house
6270,63.0,102.0,3.0,3.0,1.0,4.2,15.0,Đông Bắc,0,2,,Nở hậu,873000000.0,54999000000.0
6271,112.0,224.0,3.0,3.0,1.0,8.0,14.0,Tây Nam,0,2,Bàn giao thô,Hẻm xe hơi,6786000000.0,760032000000.0
6272,152.0,152.0,2.0,2.0,1.0,76.0,76.0,,0,1,,,4208000000.0,639616000000.0
6273,91.0,91.0,2.0,3.0,2.0,7.0,14.0,Tây Nam,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,12857000000.0,1169987000000.0
6274,40.0,80.0,2.0,2.0,2.0,4.0,10.0,,0,0,Nội thất đầy đủ,Hẻm xe hơi,195000000.0,7800000000.0
6275,70.0,70.0,2.0,2.0,1.0,4.0,17.0,,0,1,,Hẻm xe hơi,1957000000.0,136990000000.0
6276,80.0,280.0,4.0,5.0,3.0,5.0,16.0,Đông Nam,0,0,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",8125000000.0,650000000000.0
6277,100.0,100.0,3.0,2.0,1.0,5.0,20.0,,0,4,,Mặt tiền,165000000.0,16500000000.0
6278,237.0,237.0,3.0,2.0,1.0,118.5,118.5,Tây Nam,0,4,,Mặt tiền,97000000.0,22989000000.0
6279,67.0,67.0,1.0,1.0,1.0,5.0,13.0,Đông Nam,0,1,,"Hẻm xe hơi, Nở hậu",194000000.0,12998000000.0
6280,47.2,150.5,7.0,7.0,3.0,4.5,11.0,,0,2,,Hẻm xe hơi,18936000000.0,893779200000.0
6281,2500.0,2500.0,3.0,2.0,1.0,36.0,71.0,Tây Bắc,0,4,,"Mặt tiền, Hẻm xe hơi, Nở hậu",5000000.0,12500000000.0
6282,43.0,43.0,5.0,3.0,3.0,3.6,12.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,13256000000.0,570008000000.0
6283,50.0,50.0,4.0,3.0,3.0,4.0,12.0,Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,83000000.0,4150000000.0
6284,90.0,180.0,3.0,2.0,2.0,5.0,18.0,,0,1,,,1167000000.0,105030000000.0
6285,1000.0,1000.0,3.0,2.0,1.0,20.0,50.0,,0,4,,Hẻm xe hơi,55000000.0,55000000000.0
6286,24.0,88.0,2.0,3.0,3.0,4.0,7.0,,0,1,,,1125000000.0,27000000000.0
6287,44.0,44.0,2.0,2.0,1.0,4.0,11.0,,0,2,,Hẻm xe hơi,4205000000.0,185020000000.0
6288,48.0,48.0,2.0,2.0,1.0,4.0,12.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,3854000000.0,184992000000.0
6289,68.0,68.0,5.0,2.0,1.0,34.0,34.0,,0,2,,Hẻm xe hơi,12647000000.0,859996000000.0
6290,51.0,51.0,2.0,2.0,1.0,5.0,10.0,,0,2,Hoàn thiện cơ bản,,2482000000.0,126582000000.0
6291,55.0,55.0,3.0,3.0,1.0,4.0,16.0,,0,2,,,8091000000.0,445005000000.0
6292,66.0,194.0,3.0,4.0,3.0,4.0,15.0,,0,1,Hoàn thiện cơ bản,,8788000000.0,580008000000.0
6293,90.0,90.0,2.0,2.0,1.0,4.5,20.0,,0,2,,,6333000000.0,569970000000.0
6294,147.0,147.0,2.0,2.0,1.0,6.0,25.0,Đông Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,5578000000.0,819966000000.0
6295,60.0,60.0,4.0,5.0,2.0,5.0,12.0,,0,1,,Hẻm xe hơi,3333000000.0,199980000000.0
6296,144.0,400.0,4.0,4.0,2.0,8.0,18.0,,0,3,,,15486000000.0,2229984000000.0
6297,40.0,150.0,4.0,3.0,3.0,4.5,9.0,,0,2,,"Hẻm xe hơi, Nở hậu",16375000000.0,655000000000.0
6298,75.0,150.0,2.0,2.0,2.0,3.6,21.0,Đông Nam,0,1,,,12667000000.0,950025000000.0
6299,56.0,112.0,2.0,2.0,2.0,4.0,14.0,,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",2411000000.0,135016000000.0
6300,22.0,60.0,4.0,4.0,2.0,3.0,7.3,Nam,0,1,Nội thất đầy đủ,Nở hậu,28182000000.0,620004000000.0
6301,618.0,618.0,3.0,2.0,1.0,309.0,309.0,,0,4,,Mặt tiền,22000000.0,13596000000.0
6302,40.0,160.0,4.0,4.0,4.0,3.5,11.0,,0,2,,,575000000.0,23000000000.0
6303,73.0,73.0,2.0,1.0,1.0,5.0,14.0,,0,1,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",1342000000.0,97966000000.0
6304,63.0,63.0,2.0,1.0,1.0,5.0,12.0,,0,2,,Hẻm xe hơi,2095000000.0,131985000000.0
6305,65.0,65.0,2.0,2.0,1.0,32.5,32.5,,0,1,,,1231000000.0,80015000000.0
6306,103.0,103.0,3.0,2.0,1.0,6.0,17.0,,0,4,,Mặt tiền,4175000000.0,430025000000.0
6307,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,2,,"Hẻm xe hơi, Nở hậu",2113000000.0,169040000000.0
6308,80.0,320.0,6.0,6.0,4.0,5.0,16.0,,0,2,Nội thất cao cấp,Hẻm xe hơi,9188000000.0,735040000000.0
6309,120.0,120.0,2.0,2.0,1.0,5.0,12.0,,0,1,,,625000000.0,75000000000.0
6310,62.0,62.0,2.0,1.0,1.0,5.0,12.0,,0,2,,"Hẻm xe hơi, Nở hậu",1556000000.0,96472000000.0
6311,55.0,55.0,3.0,2.0,1.0,27.5,27.5,Đông Nam,0,2,,Hẻm xe hơi,13091000000.0,720005000000.0
6312,47.0,47.0,2.0,2.0,1.0,4.0,11.75,,0,2,,,3915000000.0,184005000000.0
6313,90.0,90.0,3.0,3.0,1.0,45.0,45.0,,0,0,,,911000000.0,81990000000.0
6314,90.0,90.0,3.0,2.0,1.0,5.0,18.0,,0,4,,Mặt tiền,278000000.0,25020000000.0
6315,48.5,48.5,6.0,4.0,1.0,3.62,13.6,,0,2,,,23958000000.0,1161963000000.0
6316,42.0,42.0,2.0,2.0,1.0,4.0,10.5,,0,2,,Hẻm xe hơi,3905000000.0,164010000000.0
6317,68.0,180.0,5.0,5.0,4.0,4.0,17.0,Bắc,0,2,Nội thất cao cấp,Hẻm xe hơi,6324000000.0,430032000000.0
6318,1200.0,1200.0,3.0,2.0,1.0,23.0,52.0,,0,4,,Mặt tiền,200000.0,240000000.0
6319,40.0,40.0,4.0,4.0,3.0,8.0,5.0,,0,2,,,1125000000.0,45000000000.0
6320,62.0,62.0,2.0,3.0,1.0,5.0,12.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,2339000000.0,145018000000.0
6321,650.0,650.0,3.0,2.0,1.0,24.0,27.0,,0,4,,Mặt tiền,13462000000.0,8750300000000.0
6322,60.0,120.0,3.0,3.0,2.0,5.0,12.0,,0,2,,Hẻm xe hơi,2917000000.0,175020000000.0
6323,60.0,90.0,3.0,2.0,1.0,4.0,15.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",1483000000.0,88980000000.0
6324,83.0,83.0,3.0,2.0,1.0,5.0,17.0,,0,4,,,976000000.0,81008000000.0
6325,143.0,143.0,2.0,2.0,1.0,6.0,25.0,Tây Nam,0,1,Nội thất đầy đủ,,7343000000.0,1050049000000.0
6326,48.0,190.0,5.0,4.0,4.0,5.0,9.5,,0,2,,"Hẻm xe hơi, Nở hậu",13542000000.0,650016000000.0
6327,80.0,160.0,4.0,2.0,2.0,4.0,20.0,,0,2,,"Hẻm xe hơi, Nở hậu",1625000000.0,130000000000.0
6328,112.0,112.0,4.0,4.0,1.0,56.0,56.0,Nam,0,1,,,12321000000.0,1379952000000.0
6329,200.0,200.0,3.0,2.0,1.0,10.0,20.0,,0,4,,Mặt tiền,975000000.0,195000000000.0
6330,40.0,100.0,2.0,2.0,1.0,4.0,10.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",22000000.0,880000000.0
6331,30.0,30.0,2.0,2.0,1.0,4.3,8.0,Tây Nam,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",18833000000.0,564990000000.0
6332,95.0,95.0,3.0,2.0,1.0,5.0,19.0,,0,4,,Mặt tiền,642000000.0,60990000000.0
6333,50.0,78.7,2.0,1.0,1.0,4.0,14.0,Nam,0,2,,Hẻm xe hơi,84000000.0,4200000000.0
6334,42.0,42.0,2.0,2.0,1.0,4.0,11.0,,0,2,,Hẻm xe hơi,3619000000.0,151998000000.0
6335,45.0,188.0,4.0,3.0,4.0,4.0,12.0,Đông,0,2,,Hẻm xe hơi,19778000000.0,890010000000.0
6336,35.0,35.0,3.0,4.0,4.0,5.0,7.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,11429000000.0,400015000000.0
6337,48.0,48.0,2.0,2.0,1.0,4.0,12.0,,1,2,,"Hẻm xe hơi, Nở hậu",3083000000.0,147984000000.0
6338,42.0,110.0,3.0,3.0,1.0,3.6,12.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",15238000000.0,639996000000.0
6339,64.0,120.0,2.0,2.0,1.0,4.0,16.0,Đông,2,2,Hoàn thiện cơ bản,Hẻm xe hơi,2531000000.0,161984000000.0
6340,32.0,32.0,2.0,2.0,1.0,4.0,8.0,,0,2,,Hẻm xe hơi,5297000000.0,169504000000.0
6341,52.0,138.0,3.0,3.0,3.0,4.0,13.0,Tây Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,6442000000.0,334984000000.0
6342,53.0,100.0,2.0,2.0,1.0,4.0,13.0,,0,2,,,5849000000.0,309997000000.0
6343,60.0,60.0,2.0,2.0,1.0,5.0,12.0,,0,2,Hoàn thiện cơ bản,,36666.0,2199960.0
6344,35.0,35.0,2.0,3.0,2.0,4.6,7.6,,0,2,Nội thất đầy đủ,Nở hậu,9857000000.0,344995000000.0
6345,64.0,260.0,6.0,7.0,4.0,4.0,16.0,,0,2,,,17969000000.0,1150016000000.0
6346,40.0,80.0,2.0,2.0,1.0,4.0,10.0,,0,1,Nội thất đầy đủ,,2925000000.0,117000000000.0
6347,350.0,350.0,3.0,2.0,1.0,10.0,35.0,Đông,0,4,,Mặt tiền,943000000.0,330050000000.0
6348,32.0,64.0,2.0,2.0,2.0,4.0,8.0,,0,1,Nội thất đầy đủ,Hẻm xe hơi,10000000.0,320000000.0
6349,60.0,120.0,3.0,4.0,2.0,5.0,12.0,Đông Nam,0,1,Nội thất cao cấp,Hẻm xe hơi,2483000000.0,148980000000.0
6350,151.0,151.0,3.0,2.0,1.0,10.0,15.0,Tây Bắc,0,4,,"Mặt tiền, Hẻm xe hơi",147000000.0,22197000000.0
6351,54.0,238.0,4.0,5.0,3.0,45.0,12.0,Nam,0,1,,Hẻm xe hơi,14426000000.0,779004000000.0
6352,93.5,304.3,11.0,7.0,3.0,4.0,23.0,Tây,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",11828000000.0,1105918000000.0
6353,154.0,154.0,3.0,2.0,1.0,8.0,20.0,,0,4,,"Hẻm xe hơi, Nở hậu",50000000.0,7700000000.0
6354,155.1,300.0,3.0,2.0,1.0,5.5,30.0,Đông Nam,0,1,,,6129000000.0,950607900000.0
6355,15.12,15.12,1.0,1.0,1.0,3.6,4.2,,2,2,,Hẻm xe hơi,24000000.0,362880000.0
6356,272.0,272.0,3.0,2.0,1.0,8.0,34.0,,0,4,,Mặt tiền,13971000000.0,3800112000000.0
6357,50.0,50.0,3.0,2.0,1.0,4.0,12.0,,0,4,,Mặt tiền,57000000.0,2850000000.0
6358,218.0,218.0,11.0,2.0,1.0,12.0,20.0,,0,1,,,8945000000.0,1950010000000.0
6359,24.0,48.0,2.0,1.0,2.0,4.0,6.0,Đông Nam,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",10417000000.0,250008000000.0
6360,80.0,80.0,3.0,3.0,1.0,5.0,16.0,,0,1,,"Hẻm xe hơi, Nở hậu",19000000.0,1520000000.0
6361,28.0,28.0,1.0,2.0,1.0,3.2,9.0,,0,2,,Hẻm xe hơi,50000000.0,1400000000.0
6362,500.0,500.0,3.0,2.0,1.0,20.0,25.0,,0,4,,Hẻm xe hơi,60000000.0,30000000000.0
6363,70.0,70.0,4.0,4.0,3.0,5.0,14.0,,0,1,,Nở hậu,2286000000.0,160020000000.0
6364,82.0,82.0,3.0,2.0,1.0,5.0,16.4,Đông,0,4,,Mặt tiền,3254000000.0,266828000000.0
6365,56.0,56.0,2.0,2.0,1.0,4.0,14.0,,0,1,,Nở hậu,1429000000.0,80024000000.0
6366,61.0,61.0,2.0,2.0,1.0,30.5,30.5,Đông Nam,0,1,,"Hẻm xe hơi, Nở hậu",3115000000.0,190015000000.0
6367,44.0,88.0,3.0,2.0,1.0,4.0,11.0,,0,2,Nội thất đầy đủ,Hẻm xe hơi,75000000.0,3300000000.0
6368,58.0,58.0,3.0,3.0,1.0,3.7,16.0,Đông Bắc,0,2,,,18793000000.0,1089994000000.0
6369,80.0,80.0,4.0,4.0,2.0,5.0,16.0,Đông Nam,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",165000000.0,13200000000.0
6370,120.0,120.0,3.0,2.0,1.0,6.0,20.0,,0,4,,Mặt tiền,10000000.0,1200000000.0
6371,250.0,250.0,1.0,1.0,1.0,10.0,25.0,Đông,0,1,,,872000000.0,218000000000.0
6372,47.4,47.4,3.0,4.0,1.0,23.7,23.7,Nam,0,3,,,1383000000.0,65554200000.0
6373,100.0,400.0,5.0,6.0,4.0,5.0,20.0,,0,1,Nội thất đầy đủ,,120000000.0,12000000000.0
6374,60.0,60.0,2.0,2.0,1.0,4.0,15.0,,0,1,,,12000000.0,720000000.0
6375,34.0,68.0,2.0,2.0,2.0,3.4,11.0,Tây,0,0,,Nở hậu,6176000000.0,209984000000.0
6376,70.0,215.0,3.0,4.0,3.0,365.0,19.0,Tây Nam,0,2,,Hẻm xe hơi,17143000000.0,1200010000000.0
6377,253.0,253.0,3.0,2.0,1.0,11.0,23.0,Nam,2,4,,Mặt tiền,4348000000.0,1100044000000.0
6378,48.0,48.0,3.0,2.0,1.0,4.0,12.0,,0,4,,Mặt tiền,2917000000.0,140016000000.0
6379,66.0,66.0,1.0,1.0,1.0,5.0,13.0,Đông Nam,0,1,,"Hẻm xe hơi, Nở hậu",1818000000.0,119988000000.0
6380,52.6,97.0,2.0,2.0,2.0,4.52,11.88,,0,2,,,7115000000.0,374249000000.0
6381,140.0,140.0,4.0,5.0,1.0,7.0,20.0,Tây,0,3,,"Hẻm xe hơi, Nở hậu",5571000000.0,779940000000.0
6382,75.0,75.0,3.0,2.0,1.0,5.0,15.0,,0,4,,"Mặt tiền, Hẻm xe hơi, Nở hậu",96000000.0,7200000000.0
6383,44.0,44.0,2.0,2.0,1.0,4.0,11.0,,0,2,,Hẻm xe hơi,3659000000.0,160996000000.0
6384,44.0,44.0,2.0,3.0,1.0,4.0,11.0,,0,2,,"Hẻm xe hơi, Nở hậu",12045000000.0,529980000000.0
6385,108.0,120.0,3.0,2.0,2.0,4.0,27.0,,0,1,,,9815000000.0,1060020000000.0
6386,60.0,120.0,4.0,3.0,2.0,5.0,12.0,,0,0,,"Hẻm xe hơi, Nở hậu",50000000.0,3000000000.0
6387,48.0,48.0,2.0,2.0,1.0,4.8,10.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,4042000000.0,194016000000.0
6388,65.0,65.0,3.0,2.0,1.0,42.0,15.0,,0,4,,Hẻm xe hơi,3662000000.0,238030000000.0
6389,52.0,52.0,2.0,2.0,1.0,5.0,10.0,,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",2308000000.0,120016000000.0
6390,70.0,70.0,3.0,2.0,1.0,5.3,13.0,,0,4,,Mặt tiền,75000000.0,5250000000.0
6391,60.0,120.0,4.0,2.0,2.0,5.0,12.0,,0,1,,,1775000000.0,106500000000.0
6392,89.0,89.0,3.0,2.0,1.0,44.5,44.5,,0,1,,"Hẻm xe hơi, Nở hậu",2955000000.0,262995000000.0
6393,30.0,30.0,2.0,2.0,2.0,4.0,8.0,,0,1,,,15333000000.0,459990000000.0
6394,86.0,86.0,3.0,2.0,1.0,5.0,17.2,Tây Nam,0,4,,"Mặt tiền, Nở hậu",3256000000.0,280016000000.0
6395,160.0,160.0,2.0,1.0,1.0,6.0,8.0,,1,1,,"Hẻm xe hơi, Nở hậu",1563000000.0,250080000000.0
6396,40.0,132.0,4.0,4.0,3.0,3.7,11.0,Tây,0,2,Nội thất cao cấp,Hẻm xe hơi,525000000.0,21000000000.0
6397,64.0,64.0,5.0,6.0,1.0,4.0,14.0,Đông,1,2,Bàn giao thô,Hẻm xe hơi,10156000000.0,649984000000.0
6398,44.0,44.0,2.0,2.0,1.0,4.0,11.0,,0,2,,Hẻm xe hơi,3614000000.0,159016000000.0
6399,67.0,67.0,3.0,2.0,1.0,5.0,13.4,,0,1,,Hẻm xe hơi,2194000000.0,146998000000.0
6400,180.0,180.0,1.0,1.0,1.0,14.0,13.0,,0,2,,Hẻm xe hơi,50000000.0,9000000000.0
6401,76.0,76.0,2.0,1.0,1.0,5.0,15.0,,0,1,,"Hẻm xe hơi, Nở hậu",1842000000.0,139992000000.0
6402,27.9,58.7,2.0,1.0,2.0,3.0,9.3,Tây Bắc,0,2,,,10556000000.0,294512400000.0
6403,220.0,75.0,4.0,2.0,1.0,5.0,44.0,Đông Nam,0,2,,Hẻm xe hơi,1909000000.0,419980000000.0
6404,55.0,55.0,2.0,2.0,1.0,4.0,16.0,,0,2,,"Hẻm xe hơi, Nở hậu",5364000000.0,295020000000.0
6405,97.5,97.5,3.0,2.0,1.0,6.5,15.0,Đông Bắc,0,4,,,3196000000.0,311610000000.0
6406,80.0,80.0,5.0,5.0,1.0,40.0,40.0,,0,1,,,205000000.0,16400000000.0
6407,66.0,66.0,2.0,1.0,1.0,6.0,11.0,,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",1386000000.0,91476000000.0
6408,100.0,100.0,3.0,2.0,1.0,5.0,20.0,,0,4,,Mặt tiền,30000000.0,3000000000.0
6409,60.0,150.0,4.0,5.0,2.0,3.5,18.0,,0,2,,,150000000.0,9000000000.0
6410,90.0,90.0,3.0,2.0,1.0,5.0,18.0,,0,4,,"Mặt tiền, Hẻm xe hơi, Nở hậu",332000000.0,29880000000.0
6411,63.0,63.0,2.0,2.0,1.0,31.5,31.5,Đông,0,2,,"Hẻm xe hơi, Nở hậu",2095000000.0,131985000000.0
6412,100.0,100.0,3.0,2.0,1.0,6.58,15.2,Tây Bắc,0,4,,"Mặt tiền, Hẻm xe hơi",50000000.0,5000000000.0
6413,51.0,51.0,2.0,2.0,1.0,5.0,10.0,,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",2469000000.0,125919000000.0
6414,38.5,38.5,2.0,2.0,1.0,3.5,11.0,,0,2,,Hẻm xe hơi,4026000000.0,155001000000.0
6415,80.0,160.0,4.0,3.0,2.0,4.0,20.0,,0,1,,"Hẻm xe hơi, Nở hậu",1813000000.0,145040000000.0
6416,39.9,60.0,2.0,2.0,1.0,400.0,1000.0,,0,2,,,7179000000.0,286442100000.0
6417,62.0,160.0,4.0,3.0,4.0,5.0,12.0,,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",5887000000.0,364994000000.0
6418,56.0,56.0,3.0,3.0,1.0,4.0,16.0,Đông Nam,0,1,Nội thất đầy đủ,Hẻm xe hơi,2589000000.0,144984000000.0
6419,250.0,250.0,11.0,7.0,1.0,10.0,25.0,,0,2,,Hẻm xe hơi,48000000.0,12000000000.0
6420,50.0,50.0,2.0,2.0,1.0,5.0,10.0,,0,1,,Hẻm xe hơi,25000000.0,1250000000.0
6421,140.0,105.0,4.0,5.0,3.0,7.0,20.0,,0,3,Nội thất cao cấp,,3957000000.0,553980000000.0
6422,401.0,401.0,3.0,2.0,1.0,16.0,24.0,Bắc,0,4,,"Mặt tiền, Hẻm xe hơi",1122000000.0,449922000000.0
6423,60.0,60.0,3.0,2.0,1.0,6.0,10.0,,0,1,Nội thất cao cấp,Hẻm xe hơi,17000000.0,1020000000.0
6424,60.0,60.0,2.0,2.0,2.0,4.0,15.0,Đông,0,2,,Hẻm xe hơi,9833000000.0,589980000000.0
6425,146.0,146.0,10.0,2.0,1.0,73.0,73.0,,0,2,,Nở hậu,4726000000.0,689996000000.0
6426,40.4,106.6,2.0,2.0,2.0,4.0,10.5,Nam,0,2,,,1125000000.0,45450000000.0
6427,70.0,70.0,2.0,1.0,1.0,5.0,14.0,,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",1307000000.0,91490000000.0
6428,72.0,120.0,3.0,2.0,1.0,4.0,18.0,,0,1,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",1361000000.0,97992000000.0
6429,48.0,140.0,4.0,3.0,3.0,4.0,12.0,,0,2,,"Hẻm xe hơi, Nở hậu",10833000000.0,519984000000.0
6430,75.0,75.0,3.0,2.0,1.0,5.0,15.0,Đông,0,1,Nội thất đầy đủ,Nở hậu,2333000000.0,174975000000.0
6431,59.0,59.0,3.0,3.0,2.0,4.0,15.0,,0,1,Nội thất đầy đủ,Nở hậu,7119000000.0,420021000000.0
6432,40.0,40.0,2.0,2.0,1.0,4.0,10.0,,0,2,,Hẻm xe hơi,4088000000.0,163520000000.0
6433,48.0,86.0,2.0,2.0,1.0,4.0,12.0,,0,2,,"Hẻm xe hơi, Nở hậu",1729000000.0,82992000000.0
6434,24.0,24.0,4.0,2.0,1.0,2.2,11.0,,0,2,,Hẻm xe hơi,1375000000.0,33000000000.0
6435,63.0,284.0,5.0,6.0,4.0,4.1,15.1,Tây Bắc,0,2,Nội thất đầy đủ,,11905000000.0,750015000000.0
6436,35.0,35.0,1.0,1.0,1.0,5.0,7.0,,0,2,,Hẻm xe hơi,3543000000.0,124005000000.0
6437,65.0,125.0,2.0,2.0,1.0,5.0,13.0,,0,2,,Hẻm xe hơi,2769000000.0,179985000000.0
6438,48.0,48.0,2.0,2.0,1.0,4.0,12.0,,0,2,,Hẻm xe hơi,3865000000.0,185520000000.0
6439,48.0,48.0,2.0,2.0,1.0,4.0,12.0,,0,2,,Hẻm xe hơi,3458000000.0,165984000000.0
6440,60.0,60.0,3.0,2.0,1.0,5.0,12.0,,0,4,,Hẻm xe hơi,65000000.0,3900000000.0
6441,64.0,64.0,2.0,2.0,1.0,4.0,16.0,,0,1,,Hẻm xe hơi,10781000000.0,689984000000.0
6442,74.0,74.6,2.0,1.0,1.0,4.0,19.0,Tây Bắc,0,1,Nội thất đầy đủ,,8108000000.0,599992000000.0
6443,116.0,116.0,3.0,2.0,1.0,4.8,24.0,Đông Nam,0,4,,"Hẻm xe hơi, Nở hậu",1509000000.0,175044000000.0
6444,40.0,40.0,3.0,2.0,1.0,4.0,10.0,,0,2,,Hẻm xe hơi,425000000.0,17000000000.0
6445,60.0,120.0,3.0,2.0,1.0,4.0,15.0,,0,1,,Hẻm xe hơi,2267000000.0,136020000000.0
6446,80.0,80.0,2.0,2.0,1.0,3.0,5.5,,0,2,,,2375000000.0,190000000000.0
6447,52.0,100.0,3.0,3.0,1.0,5.0,10.0,Đông Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,4231000000.0,220012000000.0
6448,66.0,220.0,5.0,6.0,4.0,6.0,11.0,Nam,0,0,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",11364000000.0,750024000000.0
6449,68.0,68.0,6.0,4.0,3.0,4.0,17.0,Đông Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,7941000000.0,539988000000.0
6450,48.0,100.0,2.0,2.0,1.0,4.0,8.0,,0,2,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",4375000000.0,210000000000.0
6451,40.0,150.0,4.0,4.0,3.0,4.0,10.0,,0,2,,Nở hậu,13125000000.0,525000000000.0
6452,44.0,124.0,4.0,3.0,3.0,4.0,11.0,Nam,0,2,Nội thất đầy đủ,Hẻm xe hơi,9659000000.0,424996000000.0
6453,58.0,58.0,3.0,2.0,1.0,4.0,15.0,,0,1,,Hẻm xe hơi,2448000000.0,141984000000.0
6454,86.0,70.0,2.0,2.0,1.0,5.0,18.0,,0,2,,,8721000000.0,750006000000.0
6455,100.0,100.0,3.0,2.0,1.0,5.0,20.0,Tây Bắc,1,4,,Mặt tiền,665000000.0,66500000000.0
6456,45.0,45.0,2.0,2.0,1.0,5.0,9.0,,0,2,,,3111000000.0,139995000000.0
6457,51.5,100.0,3.0,3.0,2.0,5.0,10.0,,1,1,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",2002000000.0,103103000000.0
6458,80.0,80.0,3.0,2.0,1.0,5.0,16.0,,0,4,,"Mặt tiền, Nở hậu",15000000.0,1200000000.0
6459,56.0,187.0,4.0,7.0,3.0,4.0,14.0,Đông Nam,0,2,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",6732000000.0,376992000000.0
6460,108.0,108.0,1.0,2.0,1.0,54.0,54.0,,0,1,,,38889000000.0,4200012000000.0
6461,72.0,72.0,3.0,2.0,1.0,5.0,14.0,,0,2,,"Hẻm xe hơi, Nở hậu",1528000000.0,110016000000.0
6462,81.0,81.0,1.0,1.0,1.0,4.2,20.0,Tây Nam,0,1,,Hẻm xe hơi,33086000000.0,2679966000000.0
6463,60.0,60.0,3.0,2.0,1.0,4.0,16.0,,0,4,,Hẻm xe hơi,40000000.0,2400000000.0
6464,32.0,32.0,3.0,4.0,1.0,16.0,16.0,,0,1,,"Hẻm xe hơi, Nở hậu",22813000000.0,730016000000.0
6465,68.0,223.0,5.0,6.0,4.0,4.8,20.0,Đông,0,2,Nội thất đầy đủ,Hẻm xe hơi,16471000000.0,1120028000000.0
6466,24.0,24.0,2.0,2.0,1.0,4.0,6.0,Tây Nam,2,2,Bàn giao thô,"Hẻm xe hơi, Nở hậu",4083000000.0,97992000000.0
6467,30.0,120.0,3.0,3.0,4.0,3.0,11.0,,0,2,,,15833000000.0,474990000000.0
6468,80.0,80.0,5.0,6.0,1.0,4.0,20.0,,0,1,Nội thất cao cấp,"Hẻm xe hơi, Nở hậu",9125000000.0,730000000000.0
6469,48.0,96.0,2.0,2.0,2.0,4.0,12.0,,0,2,Hoàn thiện cơ bản,Hẻm xe hơi,2917000000.0,140016000000.0
6470,56.0,196.0,4.0,5.0,3.0,4.0,14.0,,0,1,,Hẻm xe hơi,7321000000.0,409976000000.0
6471,64.0,64.0,3.0,3.0,1.0,5.0,13.0,Đông Nam,0,1,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",2266000000.0,145024000000.0
6472,88.0,88.0,3.0,2.0,1.0,8.0,11.0,Đông,0,4,,Mặt tiền,2841000000.0,250008000000.0
6473,33.0,66.0,2.0,2.0,2.0,4.0,8.0,Tây Bắc,0,2,Nội thất đầy đủ,"Hẻm xe hơi, Nở hậu",6364000000.0,210012000000.0
6474,1058.0,1058.0,3.0,2.0,1.0,23.0,46.0,Đông,0,4,,"Hẻm xe hơi, Nở hậu",633000000.0,669714000000.0
6475,65.0,65.0,4.0,2.0,1.0,32.5,32.5,,0,2,,,10538000000.0,684970000000.0
6476,30.0,60.0,2.0,2.0,2.0,4.0,8.0,Đông Nam,0,2,,Nở hậu,9667000000.0,290010000000.0
6477,50.0,180.0,4.0,5.0,4.0,4.0,12.5,Nam,0,1,Hoàn thiện cơ bản,"Hẻm xe hơi, Nở hậu",1613000000.0,80650000000.0
6478,36.0,36.0,3.0,2.0,1.0,3.0,12.0,,0,2,,Nở hậu,5556000000.0,200016000000.0
6479,197.0,197.0,4.0,3.0,1.0,4.0,13.0,Bắc,0,2,,Hẻm xe hơi,236000000.0,46492000000.0
